maxi:1.316525E+00	mini:5.026665E-01
5.026665E-01	3.973643E-08
5.108873E-01	1.986821E-08
5.191081E-01	0.000000E+00
5.273289E-01	3.973643E-08
5.355496E-01	7.947286E-08
5.437704E-01	1.589457E-07
5.519912E-01	1.192093E-07
5.602120E-01	9.934107E-08
5.684328E-01	1.788139E-07
5.766536E-01	1.986821E-07
5.848744E-01	3.973643E-07
5.930952E-01	4.371007E-07
6.013159E-01	6.953875E-07
6.095367E-01	1.013279E-06
6.177575E-01	1.092752E-06
6.259783E-01	1.569589E-06
6.341991E-01	1.947085E-06
6.424199E-01	3.079573E-06
6.506407E-01	4.549821E-06
6.588615E-01	6.715457E-06
6.670823E-01	8.404255E-06
6.753030E-01	1.358986E-05
6.835238E-01	1.867612E-05
6.917446E-01	2.783537E-05
6.999654E-01	3.943841E-05
7.081862E-01	5.487601E-05
7.164070E-01	7.935365E-05
7.246278E-01	1.114209E-04
7.328486E-01	1.550714E-04
7.410694E-01	2.130866E-04
7.492901E-01	2.959371E-04
7.575109E-01	3.919999E-04
7.657317E-01	5.390843E-04
7.739525E-01	7.094344E-04
7.821733E-01	9.296735E-04
7.903941E-01	1.204411E-03
7.986149E-01	1.537383E-03
8.068357E-01	1.959622E-03
8.150564E-01	2.404034E-03
8.232772E-01	2.910634E-03
8.314980E-01	3.406405E-03
8.397188E-01	3.944039E-03
8.479396E-01	4.499118E-03
8.561604E-01	5.070806E-03
8.643812E-01	5.701065E-03
8.726020E-01	6.428520E-03
8.808228E-01	7.268985E-03
8.890435E-01	8.275072E-03
8.972643E-01	9.429852E-03
9.054851E-01	1.085130E-02
9.137059E-01	1.249468E-02
9.219267E-01	1.443360E-02
9.301475E-01	1.667496E-02
9.383683E-01	1.952881E-02
9.465891E-01	2.323085E-02
9.548099E-01	2.820732E-02
9.630306E-01	3.504274E-02
9.712514E-01	4.440512E-02
9.794722E-01	5.676456E-02
9.876930E-01	7.112702E-02
9.959138E-01	8.269533E-02
1.004135E+00	8.498977E-02
1.012355E+00	7.657770E-02
1.020576E+00	6.331575E-02
1.028797E+00	5.063852E-02
1.037018E+00	4.030484E-02
1.045239E+00	3.247404E-02
1.053459E+00	2.660165E-02
1.061680E+00	2.211597E-02
1.069901E+00	1.857859E-02
1.078122E+00	1.574598E-02
1.086342E+00	1.336751E-02
1.094563E+00	1.137582E-02
1.102784E+00	9.727220E-03
1.111005E+00	8.350074E-03
1.119226E+00	7.281224E-03
1.127446E+00	6.432275E-03
1.135667E+00	5.683919E-03
1.143888E+00	5.046010E-03
1.152109E+00	4.417042E-03
1.160330E+00	3.801445E-03
1.168550E+00	3.130535E-03
1.176771E+00	2.460460E-03
1.184992E+00	1.785080E-03
1.193213E+00	1.189371E-03
1.201434E+00	7.177194E-04
1.209654E+00	4.002055E-04
1.217875E+00	2.017617E-04
1.226096E+00	1.025001E-04
1.234317E+00	4.665057E-05
1.242537E+00	2.012650E-05
1.250758E+00	8.145968E-06
1.258979E+00	3.337860E-06
1.267200E+00	1.629194E-06
1.275421E+00	2.185504E-07
1.283641E+00	2.781550E-07
1.291862E+00	3.973643E-08
1.300083E+00	1.986821E-08
1.308304E+00	0.000000E+00
1.316525E+00	1.986821E-08
