maxi:1.336738E+00	mini:3.584539E-01
3.584539E-01	1.986821E-08
3.683356E-01	0.000000E+00
3.782172E-01	7.947286E-08
3.880989E-01	7.947286E-08
3.979805E-01	1.788139E-07
4.078622E-01	3.973643E-08
4.177438E-01	1.788139E-07
4.276255E-01	2.384186E-07
4.375071E-01	4.569689E-07
4.473888E-01	4.768372E-07
4.572705E-01	5.960464E-07
4.671521E-01	6.159147E-07
4.770338E-01	1.331170E-06
4.869154E-01	1.470248E-06
4.967971E-01	1.788139E-06
5.066787E-01	2.602736E-06
5.165604E-01	3.774961E-06
5.264420E-01	4.808108E-06
5.363237E-01	5.682309E-06
5.462053E-01	7.669131E-06
5.560870E-01	9.973844E-06
5.659686E-01	1.180172E-05
5.758503E-01	1.482169E-05
5.857319E-01	1.919270E-05
5.956136E-01	2.235174E-05
6.054953E-01	2.835194E-05
6.153769E-01	3.403425E-05
6.252586E-01	4.420678E-05
6.351402E-01	5.582968E-05
6.450219E-01	6.802877E-05
6.549035E-01	8.688370E-05
6.647852E-01	1.108448E-04
6.746668E-01	1.435280E-04
6.845485E-01	1.786749E-04
6.944301E-01	2.277891E-04
7.043118E-01	2.953609E-04
7.141934E-01	3.944039E-04
7.240751E-01	5.120238E-04
7.339567E-01	6.614327E-04
7.438384E-01	8.719961E-04
7.537201E-01	1.127084E-03
7.636017E-01	1.460691E-03
7.734834E-01	1.876175E-03
7.833650E-01	2.377113E-03
7.932467E-01	2.991895E-03
8.031283E-01	3.737211E-03
8.130100E-01	4.581948E-03
8.228916E-01	5.458494E-03
8.327733E-01	6.401161E-03
8.426549E-01	7.417520E-03
8.525366E-01	8.546253E-03
8.624182E-01	9.753287E-03
8.722999E-01	1.115364E-02
8.821815E-01	1.275144E-02
8.920632E-01	1.455655E-02
9.019448E-01	1.665223E-02
9.118265E-01	1.901148E-02
9.217082E-01	2.162526E-02
9.315898E-01	2.467851E-02
9.414715E-01	2.824761E-02
9.513531E-01	3.286525E-02
9.612348E-01	3.885408E-02
9.711164E-01	4.659690E-02
9.809981E-01	5.574012E-02
9.908797E-01	6.444514E-02
1.000761E+00	6.936834E-02
1.010643E+00	6.813959E-02
1.020525E+00	6.192044E-02
1.030406E+00	5.373553E-02
1.040288E+00	4.582073E-02
1.050170E+00	3.915972E-02
1.060051E+00	3.372737E-02
1.069933E+00	2.920628E-02
1.079815E+00	2.536589E-02
1.089696E+00	2.185001E-02
1.099578E+00	1.877189E-02
1.109460E+00	1.600520E-02
1.119341E+00	1.366768E-02
1.129223E+00	1.174668E-02
1.139105E+00	1.013521E-02
1.148986E+00	8.698086E-03
1.158868E+00	7.357399E-03
1.168749E+00	5.977949E-03
1.178631E+00	4.592578E-03
1.188513E+00	3.262381E-03
1.198394E+00	2.090832E-03
1.208276E+00	1.243750E-03
1.218158E+00	6.879568E-04
1.228039E+00	3.627141E-04
1.237921E+00	1.884103E-04
1.247803E+00	9.648005E-05
1.257684E+00	4.774332E-05
1.267566E+00	2.266963E-05
1.277448E+00	1.098712E-05
1.287329E+00	5.145868E-06
1.297211E+00	2.125899E-06
1.307093E+00	1.033147E-06
1.316974E+00	3.178914E-07
1.326856E+00	1.589457E-07
1.336738E+00	5.960464E-08
