maxi:1.562631E+00	mini:3.466948E-04
3.466948E-04	1.172225E-06
1.612734E-02	2.185504E-06
3.190799E-02	2.264977E-06
4.768863E-02	2.463659E-06
6.346928E-02	2.642473E-06
7.924992E-02	2.801418E-06
9.503057E-02	4.033248E-06
1.108112E-01	3.854434E-06
1.265919E-01	4.728635E-06
1.423725E-01	5.722046E-06
1.581532E-01	6.914139E-06
1.739338E-01	8.245309E-06
1.897144E-01	1.039108E-05
2.054951E-01	1.211961E-05
2.212757E-01	1.424551E-05
2.370564E-01	1.855691E-05
2.528370E-01	2.312660E-05
2.686177E-01	2.634525E-05
2.843983E-01	3.331900E-05
3.001790E-01	4.027287E-05
3.159596E-01	4.869699E-05
3.317403E-01	5.863110E-05
3.475209E-01	7.017454E-05
3.633016E-01	8.847316E-05
3.790822E-01	1.043677E-04
3.948628E-01	1.285076E-04
4.106435E-01	1.565218E-04
4.264241E-01	1.858473E-04
4.422048E-01	2.256433E-04
4.579854E-01	2.702276E-04
4.737661E-01	3.284613E-04
4.895467E-01	3.914237E-04
5.053274E-01	4.725854E-04
5.211080E-01	5.699595E-04
5.368887E-01	6.746848E-04
5.526693E-01	8.008679E-04
5.684500E-01	9.694894E-04
5.842306E-01	1.139661E-03
6.000112E-01	1.360158E-03
6.157919E-01	1.620173E-03
6.315725E-01	1.927932E-03
6.473532E-01	2.293626E-03
6.631338E-01	2.723416E-03
6.789145E-01	3.262719E-03
6.946951E-01	3.863593E-03
7.104758E-01	4.625599E-03
7.262564E-01	5.529404E-03
7.420371E-01	6.561319E-03
7.578177E-01	7.800082E-03
7.735983E-01	9.215355E-03
7.893790E-01	1.089859E-02
8.051596E-01	1.278291E-02
8.209403E-01	1.491088E-02
8.367209E-01	1.716065E-02
8.525016E-01	1.968012E-02
8.682822E-01	2.236946E-02
8.840629E-01	2.533229E-02
8.998435E-01	2.850588E-02
9.156242E-01	3.191864E-02
9.314048E-01	3.559864E-02
9.471855E-01	3.951218E-02
9.629661E-01	4.371657E-02
9.787467E-01	4.839770E-02
9.945274E-01	5.260245E-02
1.010308E+00	5.521830E-02
1.026089E+00	5.567404E-02
1.041869E+00	5.447175E-02
1.057650E+00	5.254165E-02
1.073431E+00	4.994726E-02
1.089211E+00	4.656639E-02
1.104992E+00	4.252521E-02
1.120773E+00	3.791300E-02
1.136553E+00	3.304076E-02
1.152334E+00	2.795148E-02
1.168114E+00	2.278082E-02
1.183895E+00	1.775072E-02
1.199676E+00	1.333082E-02
1.215456E+00	9.807706E-03
1.231237E+00	6.965041E-03
1.247018E+00	4.730463E-03
1.262798E+00	3.057003E-03
1.278579E+00	1.902560E-03
1.294360E+00	1.150350E-03
1.310140E+00	6.827513E-04
1.325921E+00	4.015366E-04
1.341702E+00	2.331734E-04
1.357482E+00	1.282493E-04
1.373263E+00	7.323424E-05
1.389044E+00	3.663699E-05
1.404824E+00	1.959006E-05
1.420605E+00	1.013279E-05
1.436385E+00	5.245209E-06
1.452166E+00	2.225240E-06
1.467947E+00	1.172225E-06
1.483727E+00	4.967054E-07
1.499508E+00	9.934107E-08
1.515289E+00	7.947286E-08
1.531069E+00	5.960464E-08
1.546850E+00	0.000000E+00
1.562631E+00	1.986821E-08
