maxi:1.492602E+00	mini:2.059509E-03
2.059509E-03	7.947286E-08
1.711549E-02	1.788139E-07
3.217147E-02	1.986821E-07
4.722745E-02	2.980232E-07
6.228343E-02	3.576279E-07
7.733941E-02	3.774961E-07
9.239539E-02	3.774961E-07
1.074514E-01	3.973643E-07
1.225074E-01	5.563100E-07
1.375633E-01	5.165736E-07
1.526193E-01	9.338061E-07
1.676753E-01	9.735425E-07
1.827313E-01	1.053015E-06
1.977873E-01	1.688798E-06
2.128432E-01	1.966953E-06
2.278992E-01	2.602736E-06
2.429552E-01	3.357728E-06
2.580112E-01	4.311403E-06
2.730672E-01	5.741914E-06
2.881231E-01	5.960464E-06
3.031791E-01	8.086363E-06
3.182351E-01	1.080831E-05
3.332911E-01	1.464287E-05
3.483471E-01	1.760324E-05
3.634030E-01	2.330542E-05
3.784590E-01	2.866983E-05
3.935150E-01	3.671646E-05
4.085710E-01	4.730622E-05
4.236270E-01	5.968412E-05
4.386829E-01	7.394950E-05
4.537389E-01	9.169181E-05
4.687949E-01	1.152555E-04
4.838509E-01	1.416206E-04
4.989069E-01	1.776814E-04
5.139628E-01	2.220074E-04
5.290188E-01	2.663136E-04
5.440748E-01	3.331502E-04
5.591308E-01	4.071395E-04
5.741868E-01	4.945596E-04
5.892427E-01	6.128947E-04
6.042987E-01	7.379254E-04
6.193547E-01	9.137591E-04
6.344107E-01	1.110911E-03
6.494667E-01	1.359721E-03
6.645226E-01	1.662254E-03
6.795786E-01	2.050062E-03
6.946346E-01	2.511303E-03
7.096906E-01	3.082017E-03
7.247466E-01	3.806770E-03
7.398025E-01	4.666905E-03
7.548585E-01	5.734702E-03
7.699145E-01	7.014553E-03
7.849705E-01	8.526226E-03
8.000265E-01	1.032301E-02
8.150824E-01	1.232803E-02
8.301384E-01	1.456668E-02
8.451944E-01	1.699831E-02
8.602504E-01	1.968159E-02
8.753064E-01	2.263316E-02
8.903623E-01	2.590603E-02
9.054183E-01	2.949782E-02
9.204743E-01	3.342958E-02
9.355303E-01	3.755462E-02
9.505863E-01	4.231995E-02
9.656422E-01	4.782263E-02
9.806982E-01	5.402255E-02
9.957542E-01	5.949418E-02
1.010810E+00	6.193411E-02
1.025866E+00	6.087291E-02
1.040922E+00	5.762968E-02
1.055978E+00	5.377758E-02
1.071034E+00	4.954962E-02
1.086090E+00	4.507087E-02
1.101146E+00	4.005369E-02
1.116202E+00	3.478314E-02
1.131258E+00	2.974192E-02
1.146314E+00	2.491893E-02
1.161370E+00	2.017240E-02
1.176426E+00	1.555324E-02
1.191482E+00	1.131904E-02
1.206538E+00	7.890701E-03
1.221594E+00	5.317032E-03
1.236650E+00	3.488660E-03
1.251706E+00	2.159854E-03
1.266762E+00	1.270056E-03
1.281818E+00	7.068316E-04
1.296874E+00	3.857017E-04
1.311930E+00	2.071659E-04
1.326986E+00	1.131495E-04
1.342042E+00	5.509456E-05
1.357098E+00	2.857049E-05
1.372154E+00	1.545747E-05
1.387210E+00	7.092953E-06
1.402266E+00	3.695488E-06
1.417322E+00	2.006690E-06
1.432378E+00	9.735425E-07
1.447434E+00	2.980232E-07
1.462490E+00	1.788139E-07
1.477546E+00	1.986821E-08
1.492602E+00	5.960464E-08
