maxi:1.361718E+00	mini:2.653330E-01
2.653330E-01	1.986821E-08
2.764076E-01	0.000000E+00
2.874822E-01	1.986821E-08
2.985568E-01	1.986821E-08
3.096314E-01	3.973643E-08
3.207060E-01	7.947286E-08
3.317806E-01	3.973643E-08
3.428552E-01	9.934107E-08
3.539298E-01	1.986821E-07
3.650044E-01	2.582868E-07
3.760790E-01	2.781550E-07
3.871536E-01	4.371007E-07
3.982282E-01	4.371007E-07
4.093027E-01	8.344650E-07
4.203773E-01	8.145968E-07
4.314519E-01	1.490116E-06
4.425265E-01	1.629194E-06
4.536011E-01	2.324581E-06
4.646757E-01	3.198783E-06
4.757503E-01	3.794829E-06
4.868249E-01	5.424023E-06
4.978995E-01	7.390976E-06
5.089741E-01	9.119511E-06
5.200487E-01	1.211961E-05
5.311233E-01	1.496077E-05
5.421979E-01	1.990795E-05
5.532725E-01	2.415975E-05
5.643471E-01	3.047784E-05
5.754217E-01	3.691514E-05
5.864963E-01	4.732609E-05
5.975709E-01	5.853176E-05
6.086455E-01	7.416805E-05
6.197201E-01	9.196997E-05
6.307947E-01	1.133482E-04
6.418692E-01	1.432896E-04
6.529438E-01	1.799862E-04
6.640184E-01	2.219081E-04
6.750930E-01	2.873937E-04
6.861676E-01	3.650983E-04
6.972422E-01	4.753470E-04
7.083168E-01	6.080071E-04
7.193914E-01	7.788539E-04
7.304660E-01	1.007199E-03
7.415406E-01	1.292944E-03
7.526152E-01	1.669765E-03
7.636898E-01	2.156317E-03
7.747644E-01	2.767881E-03
7.858390E-01	3.505985E-03
7.969136E-01	4.414082E-03
8.079882E-01	5.428294E-03
8.190628E-01	6.587823E-03
8.301374E-01	7.835786E-03
8.412120E-01	9.160280E-03
8.522866E-01	1.062411E-02
8.633612E-01	1.220806E-02
8.744358E-01	1.407478E-02
8.855103E-01	1.618946E-02
8.965849E-01	1.855242E-02
9.076595E-01	2.131285E-02
9.187341E-01	2.427767E-02
9.298087E-01	2.765795E-02
9.408833E-01	3.166821E-02
9.519579E-01	3.664889E-02
9.630325E-01	4.312595E-02
9.741071E-01	5.114754E-02
9.851817E-01	6.013680E-02
9.962563E-01	6.704013E-02
1.007331E+00	6.880095E-02
1.018405E+00	6.489801E-02
1.029480E+00	5.768621E-02
1.040555E+00	5.007539E-02
1.051629E+00	4.337225E-02
1.062704E+00	3.780148E-02
1.073778E+00	3.301704E-02
1.084853E+00	2.869240E-02
1.095928E+00	2.465045E-02
1.107002E+00	2.098848E-02
1.118077E+00	1.786141E-02
1.129151E+00	1.516863E-02
1.140226E+00	1.288724E-02
1.151301E+00	1.086334E-02
1.162375E+00	8.968214E-03
1.173450E+00	7.005056E-03
1.184524E+00	5.106906E-03
1.195599E+00	3.387193E-03
1.206674E+00	2.066910E-03
1.217748E+00	1.185497E-03
1.228823E+00	6.541212E-04
1.239897E+00	3.597339E-04
1.250972E+00	1.958807E-04
1.262047E+00	9.987752E-05
1.273121E+00	4.990896E-05
1.284196E+00	2.417962E-05
1.295270E+00	1.126528E-05
1.306345E+00	5.463759E-06
1.317420E+00	2.106031E-06
1.328494E+00	6.556511E-07
1.339569E+00	5.563100E-07
1.350643E+00	2.582868E-07
1.361718E+00	3.973643E-08
