maxi:1.626946E+00	mini:1.379187E-05
1.379187E-05	1.170238E-05
1.644745E-02	2.358357E-05
3.288111E-02	2.580881E-05
4.931477E-02	2.618631E-05
6.574843E-02	2.896786E-05
8.218209E-02	3.121297E-05
9.861575E-02	3.331900E-05
1.150494E-01	3.727277E-05
1.314831E-01	4.299482E-05
1.479167E-01	4.788240E-05
1.643504E-01	5.475680E-05
1.807841E-01	6.353855E-05
1.972177E-01	7.017454E-05
2.136514E-01	7.981062E-05
2.300850E-01	9.280443E-05
2.465187E-01	1.078447E-04
2.629524E-01	1.266201E-04
2.793860E-01	1.464883E-04
2.958197E-01	1.664360E-04
3.122533E-01	1.954834E-04
3.286870E-01	2.265970E-04
3.451207E-01	2.641280E-04
3.615543E-01	3.044804E-04
3.779880E-01	3.520250E-04
3.944216E-01	4.070401E-04
4.108553E-01	4.769762E-04
4.272890E-01	5.469521E-04
4.437226E-01	6.383061E-04
4.601563E-01	7.377466E-04
4.765899E-01	8.553664E-04
4.930236E-01	9.941856E-04
5.094573E-01	1.143138E-03
5.258909E-01	1.321892E-03
5.423246E-01	1.524111E-03
5.587582E-01	1.764556E-03
5.751919E-01	2.031326E-03
5.916256E-01	2.333661E-03
6.080592E-01	2.689123E-03
6.244929E-01	3.094276E-03
6.409265E-01	3.561417E-03
6.573602E-01	4.113952E-03
6.737939E-01	4.760961E-03
6.902275E-01	5.456050E-03
7.066612E-01	6.290893E-03
7.230948E-01	7.268171E-03
7.395285E-01	8.323411E-03
7.559622E-01	9.565492E-03
7.723958E-01	1.093485E-02
7.888295E-01	1.254314E-02
8.052631E-01	1.423154E-02
8.216968E-01	1.617042E-02
8.381305E-01	1.820634E-02
8.545641E-01	2.047463E-02
8.709978E-01	2.286605E-02
8.874314E-01	2.539823E-02
9.038651E-01	2.808674E-02
9.202988E-01	3.095857E-02
9.367324E-01	3.386237E-02
9.531661E-01	3.697141E-02
9.695997E-01	4.022759E-02
9.860334E-01	4.345733E-02
1.002467E+00	4.617719E-02
1.018901E+00	4.811498E-02
1.035334E+00	4.898330E-02
1.051768E+00	4.912227E-02
1.068202E+00	4.859110E-02
1.084635E+00	4.726795E-02
1.101069E+00	4.507254E-02
1.117503E+00	4.203326E-02
1.133936E+00	3.839348E-02
1.150370E+00	3.397822E-02
1.166804E+00	2.909193E-02
1.183237E+00	2.402812E-02
1.199671E+00	1.936597E-02
1.216105E+00	1.512380E-02
1.232538E+00	1.149249E-02
1.248972E+00	8.455535E-03
1.265406E+00	6.008983E-03
1.281839E+00	4.127701E-03
1.298273E+00	2.788007E-03
1.314707E+00	1.842876E-03
1.331140E+00	1.204451E-03
1.347574E+00	7.640719E-04
1.364008E+00	4.726648E-04
1.380441E+00	2.844135E-04
1.396875E+00	1.666347E-04
1.413309E+00	9.222825E-05
1.429742E+00	5.153815E-05
1.446176E+00	2.700090E-05
1.462610E+00	1.394749E-05
1.479043E+00	7.987022E-06
1.495477E+00	3.457069E-06
1.511911E+00	1.509984E-06
1.528344E+00	8.742015E-07
1.544778E+00	5.761782E-07
1.561212E+00	3.178914E-07
1.577645E+00	9.934107E-08
1.594079E+00	1.192093E-07
1.610512E+00	3.973643E-08
1.626946E+00	1.986821E-08
