maxi:1.335923E+00	mini:4.378715E-01
4.378715E-01	1.986821E-08
4.469427E-01	1.192093E-07
4.560139E-01	1.788139E-07
4.650852E-01	2.185504E-07
4.741564E-01	1.589457E-07
4.832276E-01	2.582868E-07
4.922988E-01	4.371007E-07
5.013701E-01	4.768372E-07
5.104413E-01	6.556511E-07
5.195125E-01	9.536743E-07
5.285838E-01	1.053015E-06
5.376550E-01	1.470248E-06
5.467262E-01	1.788139E-06
5.557974E-01	2.264977E-06
5.648687E-01	3.457069E-06
5.739399E-01	4.371007E-06
5.830111E-01	5.026658E-06
5.920824E-01	6.477038E-06
6.011536E-01	7.768472E-06
6.102248E-01	1.045068E-05
6.192960E-01	1.233816E-05
6.283673E-01	1.641115E-05
6.374385E-01	2.153714E-05
6.465097E-01	2.596776E-05
6.555810E-01	3.542503E-05
6.646522E-01	4.545848E-05
6.737234E-01	5.670389E-05
6.827947E-01	7.663170E-05
6.918659E-01	1.001358E-04
7.009371E-01	1.331766E-04
7.100083E-01	1.759529E-04
7.190796E-01	2.395113E-04
7.281508E-01	3.214876E-04
7.372220E-01	4.209876E-04
7.462933E-01	5.621513E-04
7.553645E-01	7.447203E-04
7.644357E-01	9.675225E-04
7.735069E-01	1.274467E-03
7.825782E-01	1.635551E-03
7.916494E-01	2.086202E-03
8.007206E-01	2.614200E-03
8.097919E-01	3.245175E-03
8.188631E-01	3.922284E-03
8.279343E-01	4.624267E-03
8.370055E-01	5.374491E-03
8.460768E-01	6.205062E-03
8.551480E-01	7.058879E-03
8.642192E-01	8.033037E-03
8.732905E-01	9.097954E-03
8.823617E-01	1.038134E-02
8.914329E-01	1.188950E-02
9.005041E-01	1.359733E-02
9.095754E-01	1.556208E-02
9.186466E-01	1.776208E-02
9.277178E-01	2.031795E-02
9.367891E-01	2.341735E-02
9.458603E-01	2.721481E-02
9.549315E-01	3.225209E-02
9.640027E-01	3.893669E-02
9.730740E-01	4.774032E-02
9.821452E-01	5.812826E-02
9.912164E-01	6.806046E-02
1.000288E+00	7.370396E-02
1.009359E+00	7.203321E-02
1.018430E+00	6.451333E-02
1.027501E+00	5.485161E-02
1.036573E+00	4.571261E-02
1.045644E+00	3.802747E-02
1.054715E+00	3.209917E-02
1.063786E+00	2.733151E-02
1.072857E+00	2.345498E-02
1.081929E+00	2.015084E-02
1.091000E+00	1.724301E-02
1.100071E+00	1.474245E-02
1.109142E+00	1.258063E-02
1.118214E+00	1.084797E-02
1.127285E+00	9.383400E-03
1.136356E+00	8.156896E-03
1.145427E+00	7.116596E-03
1.154499E+00	6.130755E-03
1.163570E+00	5.168339E-03
1.172641E+00	4.139264E-03
1.181712E+00	3.109038E-03
1.190783E+00	2.150436E-03
1.199855E+00	1.352767E-03
1.208926E+00	7.702311E-04
1.217997E+00	4.024903E-04
1.227068E+00	2.072255E-04
1.236140E+00	1.013080E-04
1.245211E+00	4.553795E-05
1.254282E+00	2.068281E-05
1.263353E+00	9.437402E-06
1.272425E+00	4.192193E-06
1.281496E+00	2.026558E-06
1.290567E+00	6.953875E-07
1.299638E+00	2.582868E-07
1.308709E+00	3.973643E-08
1.317781E+00	3.973643E-08
1.326852E+00	0.000000E+00
1.335923E+00	3.973643E-08
