maxi:1.559352E+00	mini:2.987121E-04
2.987121E-04	5.960464E-07
1.604673E-02	1.609325E-06
3.179474E-02	1.748403E-06
4.754276E-02	1.847744E-06
6.329077E-02	1.907349E-06
7.903879E-02	2.423922E-06
9.478680E-02	2.960364E-06
1.105348E-01	3.019969E-06
1.262828E-01	3.496806E-06
1.420308E-01	4.529953E-06
1.577789E-01	5.284945E-06
1.735269E-01	6.337961E-06
1.892749E-01	7.291635E-06
2.050229E-01	1.037121E-05
2.207709E-01	1.209974E-05
2.365189E-01	1.394749E-05
2.522669E-01	1.732508E-05
2.680150E-01	2.157688E-05
2.837630E-01	2.646446E-05
2.995110E-01	3.123283E-05
3.152590E-01	4.072984E-05
3.310070E-01	4.978975E-05
3.467550E-01	6.165107E-05
3.625031E-01	7.210175E-05
3.782511E-01	8.668502E-05
3.939991E-01	1.099110E-04
4.097471E-01	1.345873E-04
4.254951E-01	1.611710E-04
4.412431E-01	1.944502E-04
4.569911E-01	2.393126E-04
4.727392E-01	2.849301E-04
4.884872E-01	3.487666E-04
5.042352E-01	4.148682E-04
5.199832E-01	5.057653E-04
5.357312E-01	6.022056E-04
5.514792E-01	7.260044E-04
5.672272E-01	8.657773E-04
5.829753E-01	1.032054E-03
5.987233E-01	1.236737E-03
6.144713E-01	1.481036E-03
6.302193E-01	1.774768E-03
6.459673E-01	2.127985E-03
6.617153E-01	2.530992E-03
6.774633E-01	3.019909E-03
6.932114E-01	3.623843E-03
7.089594E-01	4.338384E-03
7.247074E-01	5.210638E-03
7.404554E-01	6.244957E-03
7.562034E-01	7.446448E-03
7.719514E-01	8.862833E-03
7.876994E-01	1.049554E-02
8.034475E-01	1.239894E-02
8.191955E-01	1.449813E-02
8.349435E-01	1.677952E-02
8.506915E-01	1.931276E-02
8.664395E-01	2.202906E-02
8.821875E-01	2.497224E-02
8.979356E-01	2.822618E-02
9.136836E-01	3.169552E-02
9.294316E-01	3.546025E-02
9.451796E-01	3.941671E-02
9.609276E-01	4.376451E-02
9.766756E-01	4.860105E-02
9.924236E-01	5.319120E-02
1.008172E+00	5.613271E-02
1.023920E+00	5.673319E-02
1.039668E+00	5.543772E-02
1.055416E+00	5.331053E-02
1.071164E+00	5.056737E-02
1.086912E+00	4.708803E-02
1.102660E+00	4.293938E-02
1.118408E+00	3.819189E-02
1.134156E+00	3.328786E-02
1.149904E+00	2.817460E-02
1.165652E+00	2.300723E-02
1.181400E+00	1.788980E-02
1.197148E+00	1.344103E-02
1.212896E+00	9.815474E-03
1.228644E+00	6.938239E-03
1.244392E+00	4.695137E-03
1.260140E+00	3.028373E-03
1.275888E+00	1.858532E-03
1.291636E+00	1.114627E-03
1.307384E+00	6.524920E-04
1.323132E+00	3.793637E-04
1.338880E+00	2.145370E-04
1.354628E+00	1.203219E-04
1.370376E+00	6.558498E-05
1.386124E+00	3.425280E-05
1.401872E+00	1.680851E-05
1.417620E+00	9.278456E-06
1.433368E+00	4.589558E-06
1.449116E+00	2.165635E-06
1.464864E+00	1.092752E-06
1.480612E+00	5.761782E-07
1.496360E+00	9.934107E-08
1.512108E+00	1.986821E-08
1.527856E+00	5.960464E-08
1.543604E+00	0.000000E+00
1.559352E+00	1.986821E-08
