     2    0.41888E-01    0.40767E+00    0.61232E-01    0.47152E+01
     3    0.62832E-01   -0.10928E+02    0.16352E+00    0.66911E+01
     4    0.83776E-01   -0.70378E+01    0.27967E+00    0.78051E+01
     5    0.10472E+00    0.10036E+02    0.33188E+00    0.79560E+01
     6    0.12566E+00   -0.62869E+01    0.43932E+00    0.79368E+01
     7    0.14661E+00    0.47489E+01    0.51661E+00    0.62444E+01
     8    0.16755E+00    0.40559E+01    0.58627E+00    0.54346E+01
     9    0.18850E+00    0.26295E+01    0.63515E+00    0.42776E+01
    10    0.20944E+00   -0.51098E+01    0.69328E+00    0.35619E+01
    11    0.23038E+00    0.23679E+01    0.81753E+00    0.34876E+01
    12    0.25133E+00    0.53626E+01    0.84918E+00    0.30262E+01
    13    0.27227E+00    0.33706E+01    0.94851E+00    0.27770E+01
    14    0.29322E+00   -0.25413E+01    0.97522E+00    0.25653E+01
    15    0.31416E+00    0.11932E+01    0.10576E+01    0.26739E+01
    16    0.33510E+00   -0.26046E+00    0.11017E+01    0.21545E+01
    17    0.35605E+00    0.17064E+01    0.11920E+01    0.20386E+01
    18    0.37699E+00    0.90134E+01    0.12453E+01    0.20010E+01
    19    0.39794E+00   -0.60987E+00    0.12843E+01    0.17872E+01
    20    0.41888E+00    0.17631E+01    0.13829E+01    0.17408E+01
    21    0.43982E+00    0.64938E+00    0.13528E+01    0.15510E+01
    22    0.46077E+00    0.12191E+01    0.14663E+01    0.14507E+01
    23    0.48171E+00    0.55172E+01    0.15083E+01    0.14533E+01
    24    0.50265E+00    0.22919E+01    0.15242E+01    0.13750E+01
    25    0.52360E+00    0.17300E+01    0.15814E+01    0.12918E+01
    26    0.54454E+00    0.39275E+01    0.16035E+01    0.11926E+01
    27    0.56549E+00    0.57362E+01    0.16568E+01    0.11728E+01
    28    0.58643E+00    0.30442E+01    0.16852E+01    0.10961E+01
    29    0.60737E+00    0.29070E+01    0.16688E+01    0.10693E+01
    30    0.62832E+00    0.12323E+01    0.17686E+01    0.10249E+01
    31    0.64926E+00    0.95901E+00    0.17558E+01    0.96035E+00
    32    0.67021E+00    0.16945E+01    0.18160E+01    0.97665E+00
    33    0.69115E+00    0.32796E+01    0.18150E+01    0.92239E+00
    34    0.71209E+00    0.31175E+01    0.18942E+01    0.87873E+00
    35    0.73304E+00    0.37662E+01    0.19350E+01    0.84859E+00
    36    0.75398E+00    0.27521E+01    0.18992E+01    0.82536E+00
    37    0.77493E+00    0.36843E+01    0.19512E+01    0.81159E+00
    38    0.79587E+00    0.46431E+01    0.19835E+01    0.77009E+00
    39    0.81681E+00    0.13192E+01    0.19706E+01    0.75960E+00
    40    0.83776E+00    0.27866E+01    0.20287E+01    0.73396E+00
    41    0.85870E+00    0.37866E+01    0.20045E+01    0.69591E+00
    42    0.87965E+00    0.41424E+01    0.20536E+01    0.68545E+00
    43    0.90059E+00    0.36606E+01    0.20672E+01    0.67525E+00
    44    0.92153E+00    0.45486E+01    0.20883E+01    0.66905E+00
    45    0.94248E+00    0.45884E+01    0.21124E+01    0.63639E+00
    46    0.96342E+00    0.46253E+01    0.21051E+01    0.61723E+00
    47    0.98437E+00    0.38227E+01    0.21227E+01    0.60918E+00
    48    0.10053E+01    0.47228E+01    0.21698E+01    0.59532E+00
    49    0.10263E+01    0.59521E+01    0.21372E+01    0.58500E+00
    50    0.10472E+01    0.43372E+01    0.21392E+01    0.56191E+00
    51    0.10681E+01    0.41701E+01    0.21612E+01    0.55536E+00
    52    0.10891E+01    0.42673E+01    0.21547E+01    0.52857E+00
