    0.60000E+01    0.12566E+00   -0.25350E+04    0.38380E-01    0.17196E+04
    0.71088E+01    0.14889E+00   -0.47636E+02    0.44636E-01    0.11807E+04
    0.84226E+01    0.17640E+00    0.15445E+03    0.54729E-01    0.86244E+03
    0.99791E+01    0.20900E+00    0.66255E+03    0.61412E-01    0.63124E+03
    0.11823E+02    0.24763E+00    0.20324E+03    0.74408E-01    0.45513E+03
    0.14008E+02    0.29339E+00    0.10399E+04    0.85391E-01    0.33265E+03
    0.16597E+02    0.34761E+00    0.72767E+03    0.99959E-01    0.23973E+03
    0.19664E+02    0.41185E+00    0.22662E+03    0.11594E+00    0.17079E+03
    0.23299E+02    0.48797E+00    0.59321E+03    0.13119E+00    0.12245E+03
    0.27604E+02    0.57814E+00    0.52388E+03    0.14449E+00    0.87666E+02
    0.32706E+02    0.68499E+00    0.71146E+03    0.16012E+00    0.63454E+02
    0.38750E+02    0.81158E+00    0.73088E+03    0.17292E+00    0.47006E+02
    0.45911E+02    0.96156E+00    0.62795E+03    0.18452E+00    0.34532E+02
    0.54396E+02    0.11393E+01    0.78704E+03    0.19096E+00    0.25577E+02
    0.64449E+02    0.13498E+01    0.95211E+03    0.19265E+00    0.18801E+02
    0.76359E+02    0.15993E+01    0.17128E+04    0.18988E+00    0.14303E+02
    0.90471E+02    0.18948E+01    0.16196E+04    0.18472E+00    0.11412E+02
    0.10719E+03    0.22450E+01    0.80471E+03    0.18290E+00    0.93784E+01
    0.12700E+03    0.26599E+01    0.30070E+05    0.19012E+00    0.15319E+02
