     2    0.41888E-01    0.43997E+00    0.50981E+00    0.87089E+00
     3    0.62832E-01   -0.20309E+01    0.13507E+01    0.21797E+01
     4    0.83776E-01   -0.48684E+01    0.23381E+01    0.28432E+01
     5    0.10472E+00    0.20307E+01    0.27664E+01    0.27970E+01
     6    0.12566E+00    0.43477E+01    0.36326E+01    0.35112E+01
     7    0.14661E+00    0.68225E+01    0.42746E+01    0.38443E+01
     8    0.16755E+00    0.73008E+01    0.48534E+01    0.36403E+01
     9    0.18850E+00    0.85335E+00    0.53053E+01    0.34218E+01
    10    0.20944E+00   -0.12822E+01    0.57957E+01    0.32569E+01
    11    0.23038E+00    0.74511E+01    0.68383E+01    0.39079E+01
    12    0.25133E+00    0.81937E+01    0.71742E+01    0.36104E+01
    13    0.27227E+00    0.49833E+01    0.79606E+01    0.37004E+01
    14    0.29322E+00    0.10153E+02    0.81472E+01    0.36199E+01
    15    0.31416E+00    0.79006E+01    0.88965E+01    0.38552E+01
    16    0.33510E+00    0.99970E+01    0.93592E+01    0.36916E+01
    17    0.35605E+00    0.87929E+01    0.10055E+02    0.35947E+01
    18    0.37699E+00    0.13820E+02    0.10543E+02    0.36228E+01
    19    0.39794E+00    0.88694E+01    0.11183E+02    0.36937E+01
    20    0.41888E+00    0.93952E+01    0.11896E+02    0.36378E+01
    21    0.43982E+00    0.79146E+01    0.12018E+02    0.34958E+01
    22    0.46077E+00    0.10697E+02    0.12900E+02    0.36083E+01
    23    0.48171E+00    0.12547E+02    0.13489E+02    0.36702E+01
    24    0.50265E+00    0.18893E+02    0.14055E+02    0.36565E+01
    25    0.52360E+00    0.16825E+02    0.14468E+02    0.35450E+01
    26    0.54454E+00    0.22424E+02    0.15093E+02    0.35775E+01
    27    0.56549E+00    0.22401E+02    0.15783E+02    0.36132E+01
    28    0.58643E+00    0.13454E+02    0.16039E+02    0.35303E+01
    29    0.60737E+00    0.14213E+02    0.16621E+02    0.34619E+01
    30    0.62832E+00    0.28137E+02    0.17449E+02    0.36242E+01
    31    0.64926E+00    0.24203E+02    0.18034E+02    0.35731E+01
    32    0.67021E+00    0.23157E+02    0.18556E+02    0.35871E+01
    33    0.69115E+00    0.24982E+02    0.18531E+02    0.34443E+01
    34    0.71209E+00    0.37372E+02    0.19800E+02    0.35176E+01
    35    0.73304E+00    0.34017E+02    0.20684E+02    0.35886E+01
    36    0.75398E+00    0.33287E+02    0.21095E+02    0.34890E+01
    37    0.77493E+00    0.40606E+02    0.21919E+02    0.36070E+01
    38    0.79587E+00    0.45912E+02    0.22553E+02    0.35653E+01
    39    0.81681E+00    0.48394E+02    0.22708E+02    0.35421E+01
    40    0.83776E+00    0.49227E+02    0.23773E+02    0.35576E+01
    41    0.85870E+00    0.42319E+02    0.24018E+02    0.34181E+01
    42    0.87965E+00    0.48477E+02    0.24944E+02    0.34879E+01
    43    0.90059E+00    0.56234E+02    0.25201E+02    0.34600E+01
    44    0.92153E+00    0.56835E+02    0.26323E+02    0.34854E+01
    45    0.94248E+00    0.57157E+02    0.26310E+02    0.33865E+01
    46    0.96342E+00    0.66207E+02    0.27540E+02    0.34758E+01
    47    0.98437E+00    0.59147E+02    0.27971E+02    0.34336E+01
    48    0.10053E+01    0.63949E+02    0.28763E+02    0.33987E+01
    49    0.10263E+01    0.71749E+02    0.29134E+02    0.33575E+01
    50    0.10472E+01    0.63234E+02    0.29925E+02    0.33101E+01
    51    0.10681E+01    0.67453E+02    0.30428E+02    0.33449E+01
    52    0.10891E+01    0.72295E+02    0.31095E+02    0.32636E+01
    53    0.11100E+01    0.83766E+02    0.31419E+02    0.32420E+01
    54    0.11310E+01    0.80254E+02    0.32200E+02    0.32543E+01
    55    0.11519E+01    0.80495E+02    0.32566E+02    0.32145E+01
    56    0.11729E+01    0.80757E+02    0.33313E+02    0.31956E+01
    57    0.11938E+01    0.86741E+02    0.33495E+02    0.30949E+01
    58    0.12147E+01    0.87249E+02    0.34144E+02    0.31096E+01
    59    0.12357E+01    0.76584E+02    0.34755E+02    0.30651E+01
