     2    0.41888E-01    0.55061E+00    0.22503E+00    0.46987E+01
     3    0.62832E-01   -0.88046E+01    0.60064E+00    0.69604E+01
     4    0.83776E-01   -0.46000E+01    0.10290E+01    0.75057E+01
     5    0.10472E+00    0.11538E+02    0.12198E+01    0.78172E+01
     6    0.12566E+00    0.13004E+01    0.16125E+01    0.93884E+01
     7    0.14661E+00    0.10700E+02    0.18963E+01    0.92933E+01
     8    0.16755E+00    0.13062E+02    0.21528E+01    0.78422E+01
     9    0.18850E+00    0.15871E+01    0.23348E+01    0.64618E+01
    10    0.20944E+00   -0.10142E+02    0.25453E+01    0.54489E+01
    11    0.23038E+00    0.74988E+01    0.30006E+01    0.54068E+01
    12    0.25133E+00    0.15205E+02    0.31196E+01    0.51568E+01
    13    0.27227E+00    0.70602E+01    0.34783E+01    0.48819E+01
    14    0.29322E+00    0.85690E+01    0.35742E+01    0.45925E+01
    15    0.31416E+00    0.33266E+01    0.38821E+01    0.47217E+01
    16    0.33510E+00    0.90785E+01    0.40368E+01    0.39107E+01
    17    0.35605E+00    0.72212E+01    0.43656E+01    0.37519E+01
    18    0.37699E+00   -0.61461E+00    0.45614E+01    0.34152E+01
    19    0.39794E+00    0.14761E+02    0.47033E+01    0.34723E+01
    20    0.41888E+00    0.16899E+02    0.50537E+01    0.33564E+01
    21    0.43982E+00    0.44777E+01    0.49518E+01    0.29016E+01
    22    0.46077E+00    0.43288E+01    0.53630E+01    0.28687E+01
    23    0.48171E+00    0.12148E+02    0.55121E+01    0.27881E+01
    24    0.50265E+00    0.92813E+01    0.55934E+01    0.27425E+01
    25    0.52360E+00    0.23216E+01    0.57842E+01    0.24587E+01
    26    0.54454E+00    0.70332E+01    0.58543E+01    0.23778E+01
    27    0.56549E+00    0.58268E+01    0.60592E+01    0.23175E+01
    28    0.58643E+00    0.82426E+01    0.61369E+01    0.22088E+01
    29    0.60737E+00    0.95390E+01    0.61050E+01    0.21419E+01
    30    0.62832E+00    0.54376E+01    0.64718E+01    0.20673E+01
    31    0.64926E+00    0.29297E+01    0.64290E+01    0.19667E+01
    32    0.67021E+00    0.48693E-01    0.66444E+01    0.19212E+01
    33    0.69115E+00    0.91644E+01    0.66111E+01    0.18706E+01
    34    0.71209E+00    0.45056E+01    0.68992E+01    0.17674E+01
    35    0.73304E+00    0.61176E+01    0.70644E+01    0.17850E+01
    36    0.75398E+00    0.35750E+01    0.69599E+01    0.17179E+01
    37    0.77493E+00    0.73385E+01    0.70994E+01    0.16709E+01
    38    0.79587E+00    0.94647E+01    0.72339E+01    0.16168E+01
    39    0.81681E+00    0.77132E+01    0.71901E+01    0.15879E+01
    40    0.83776E+00    0.82759E+01    0.74214E+01    0.15516E+01
    41    0.85870E+00    0.59222E+01    0.73277E+01    0.14665E+01
    42    0.87965E+00    0.99882E+01    0.75120E+01    0.14721E+01
    43    0.90059E+00    0.76415E+01    0.75740E+01    0.14244E+01
    44    0.92153E+00    0.86473E+01    0.76486E+01    0.14069E+01
    45    0.94248E+00    0.73744E+01    0.76845E+01    0.13588E+01
    46    0.96342E+00    0.89203E+01    0.76832E+01    0.13357E+01
    47    0.98437E+00    0.10475E+02    0.77621E+01    0.13143E+01
    48    0.10053E+01    0.12196E+02    0.79543E+01    0.12903E+01
    49    0.10263E+01    0.61642E+01    0.78146E+01    0.12460E+01
    50    0.10472E+01    0.74968E+01    0.78390E+01    0.12027E+01
    51    0.10681E+01    0.75720E+01    0.79466E+01    0.11925E+01
