    0.12566E+00    0.59259E+01
    0.14889E+00    0.69640E+01
    0.17640E+00    0.87238E+01
    0.20900E+00    0.96182E+01
    0.24763E+00    0.11920E+02
    0.29339E+00    0.13848E+02
    0.34761E+00    0.16372E+02
    0.41185E+00    0.19296E+02
    0.48797E+00    0.22315E+02
    0.57814E+00    0.25312E+02
    0.68499E+00    0.28761E+02
    0.81158E+00    0.31997E+02
    0.96156E+00    0.35517E+02
    0.11393E+01    0.38641E+02
    0.13498E+01    0.41389E+02
    0.15993E+01    0.43135E+02
    0.18948E+01    0.43767E+02
    0.22450E+01    0.44267E+02
    0.26599E+01    0.52649E+02
