    0.12566E+00    0.39948E+01
    0.14889E+00    0.54640E+01
    0.17640E+00    0.70012E+01
    0.20900E+00    0.97579E+01
    0.24763E+00    0.12247E+02
    0.29339E+00    0.15317E+02
    0.34761E+00    0.18531E+02
    0.41185E+00    0.21746E+02
    0.48797E+00    0.24874E+02
    0.57814E+00    0.27417E+02
    0.68499E+00    0.29637E+02
    0.81158E+00    0.31766E+02
    0.96156E+00    0.33506E+02
    0.11393E+01    0.34766E+02
    0.13498E+01    0.35730E+02
    0.15993E+01    0.36336E+02
    0.18948E+01    0.36921E+02
    0.22450E+01    0.39249E+02
    0.26599E+01    0.53889E+02
