    0.12566E+00    0.59731E+01
    0.14889E+00    0.49342E+01
    0.17640E+00    0.48759E+01
    0.20900E+00    0.46052E+01
    0.24763E+00    0.42720E+01
    0.29339E+00    0.40535E+01
    0.34761E+00    0.37704E+01
    0.41185E+00    0.34679E+01
    0.48797E+00    0.31854E+01
    0.57814E+00    0.29337E+01
    0.68499E+00    0.27575E+01
    0.81158E+00    0.26234E+01
    0.96156E+00    0.24864E+01
    0.11393E+01    0.23729E+01
    0.13498E+01    0.22686E+01
    0.15993E+01    0.22093E+01
    0.18948E+01    0.22280E+01
    0.22450E+01    0.25508E+01
    0.26599E+01    0.34023E+01
