    0.12566E+00    0.49264E+01
    0.14889E+00    0.59605E+01
    0.17640E+00    0.72476E+01
    0.20900E+00    0.81233E+01
    0.24763E+00    0.10302E+02
    0.29339E+00    0.12081E+02
    0.34761E+00    0.14574E+02
    0.41185E+00    0.18004E+02
    0.48797E+00    0.22133E+02
    0.57814E+00    0.26455E+02
    0.68499E+00    0.32136E+02
    0.81158E+00    0.37323E+02
    0.96156E+00    0.42405E+02
    0.11393E+01    0.47149E+02
    0.13498E+01    0.50073E+02
    0.15993E+01    0.51724E+02
    0.18948E+01    0.52638E+02
    0.22450E+01    0.53840E+02
    0.26599E+01    0.56653E+02
