    0.12566E+00    0.50685E+01
    0.14889E+00    0.60564E+01
    0.17640E+00    0.76399E+01
    0.20900E+00    0.85003E+01
    0.24763E+00    0.10685E+02
    0.29339E+00    0.12668E+02
    0.34761E+00    0.15111E+02
    0.41185E+00    0.18015E+02
    0.48797E+00    0.21194E+02
    0.57814E+00    0.24379E+02
    0.68499E+00    0.27925E+02
    0.81158E+00    0.31312E+02
    0.96156E+00    0.34748E+02
    0.11393E+01    0.37705E+02
    0.13498E+01    0.40402E+02
    0.15993E+01    0.42215E+02
    0.18948E+01    0.43036E+02
    0.22450E+01    0.43897E+02
    0.26599E+01    0.53873E+02
