    0.12566E+00    0.25638E+02
    0.14889E+00    0.23606E+02
    0.17640E+00    0.24884E+02
    0.20900E+00    0.22433E+02
    0.24763E+00    0.22970E+02
    0.29339E+00    0.22597E+02
    0.34761E+00    0.21718E+02
    0.41185E+00    0.21361E+02
    0.48797E+00    0.20556E+02
    0.57814E+00    0.19614E+02
    0.68499E+00    0.19123E+02
    0.81158E+00    0.18639E+02
    0.96156E+00    0.18445E+02
    0.11393E+01    0.18027E+02
    0.13498E+01    0.17605E+02
    0.15993E+01    0.17352E+02
    0.18948E+01    0.17380E+02
    0.22450E+01    0.19205E+02
    0.26599E+01    0.26286E+02
