    0.12566E+00    0.51213E+01
    0.14889E+00    0.61414E+01
    0.17640E+00    0.74782E+01
    0.20900E+00    0.83820E+01
    0.24763E+00    0.10581E+02
    0.29339E+00    0.12309E+02
    0.34761E+00    0.14799E+02
    0.41185E+00    0.18207E+02
    0.48797E+00    0.22272E+02
    0.57814E+00    0.26555E+02
    0.68499E+00    0.32173E+02
    0.81158E+00    0.37517E+02
    0.96156E+00    0.42646E+02
    0.11393E+01    0.47475E+02
    0.13498E+01    0.50295E+02
    0.15993E+01    0.51840E+02
    0.18948E+01    0.52486E+02
    0.22450E+01    0.53501E+02
    0.26599E+01    0.55962E+02
