    0.12566E+00    0.71629E+01
    0.14889E+00    0.83502E+01
    0.17640E+00    0.10272E+02
    0.20900E+00    0.11399E+02
    0.24763E+00    0.13907E+02
    0.29339E+00    0.15875E+02
    0.34761E+00    0.18622E+02
    0.41185E+00    0.21628E+02
    0.48797E+00    0.24547E+02
    0.57814E+00    0.27344E+02
    0.68499E+00    0.30699E+02
    0.81158E+00    0.33965E+02
    0.96156E+00    0.37693E+02
    0.11393E+01    0.41131E+02
    0.13498E+01    0.44028E+02
    0.15993E+01    0.45459E+02
    0.18948E+01    0.45538E+02
    0.22450E+01    0.45235E+02
    0.26599E+01    0.50479E+02
