    0.12566E+00    0.56330E-01
    0.14889E+00    0.73197E-01
    0.17640E+00    0.79909E-01
    0.20900E+00    0.81983E-01
    0.24763E+00    0.78140E-01
    0.29339E+00    0.70571E-01
    0.34761E+00    0.63147E-01
    0.41185E+00    0.58765E-01
    0.48797E+00    0.58437E-01
    0.57814E+00    0.52837E-01
    0.68499E+00    0.47930E-01
    0.81158E+00    0.42753E-01
    0.96156E+00    0.40763E-01
    0.11393E+01    0.36403E-01
    0.13498E+01    0.35977E-01
    0.15993E+01    0.35853E-01
    0.18948E+01    0.36423E-01
    0.22450E+01    0.43134E-01
    0.26599E+01    0.56499E-01
