    0.12566E+00    0.25802E+02
    0.14889E+00    0.22835E+02
    0.17640E+00    0.23701E+02
    0.20900E+00    0.21076E+02
    0.24763E+00    0.21356E+02
    0.29339E+00    0.20615E+02
    0.34761E+00    0.19965E+02
    0.41185E+00    0.19300E+02
    0.48797E+00    0.18428E+02
    0.57814E+00    0.17599E+02
    0.68499E+00    0.17046E+02
    0.81158E+00    0.16499E+02
    0.96156E+00    0.16219E+02
    0.11393E+01    0.15854E+02
    0.13498E+01    0.15396E+02
    0.15993E+01    0.15125E+02
    0.18948E+01    0.15191E+02
    0.22450E+01    0.16837E+02
    0.26599E+01    0.22977E+02
