    0.12566E+00    0.46159E+01
    0.14889E+00    0.55849E+01
    0.17640E+00    0.70676E+01
    0.20900E+00    0.79232E+01
    0.24763E+00    0.10074E+02
    0.29339E+00    0.12068E+02
    0.34761E+00    0.14503E+02
    0.41185E+00    0.17422E+02
    0.48797E+00    0.20688E+02
    0.57814E+00    0.24012E+02
    0.68499E+00    0.27579E+02
    0.81158E+00    0.31000E+02
    0.96156E+00    0.34489E+02
    0.11393E+01    0.37334E+02
    0.13498E+01    0.39980E+02
    0.15993E+01    0.41791E+02
    0.18948E+01    0.42717E+02
    0.22450E+01    0.43758E+02
    0.26599E+01    0.54534E+02
