    0.12566E+00    0.12484E+02
    0.14889E+00    0.14422E+02
    0.17640E+00    0.16883E+02
    0.20900E+00    0.19714E+02
    0.24763E+00    0.22236E+02
    0.29339E+00    0.23877E+02
    0.34761E+00    0.25010E+02
    0.41185E+00    0.26839E+02
    0.48797E+00    0.27413E+02
    0.57814E+00    0.27735E+02
    0.68499E+00    0.28271E+02
    0.81158E+00    0.28999E+02
    0.96156E+00    0.29433E+02
    0.11393E+01    0.29671E+02
    0.13498E+01    0.29681E+02
    0.15993E+01    0.29604E+02
    0.18948E+01    0.29921E+02
    0.22450E+01    0.32330E+02
    0.26599E+01    0.44707E+02
