    0.12566E+00    0.61240E+01
    0.14889E+00    0.71729E+01
    0.17640E+00    0.87427E+01
    0.20900E+00    0.98728E+01
    0.24763E+00    0.12143E+02
    0.29339E+00    0.13842E+02
    0.34761E+00    0.16397E+02
    0.41185E+00    0.19646E+02
    0.48797E+00    0.23302E+02
    0.57814E+00    0.27272E+02
    0.68499E+00    0.32387E+02
    0.81158E+00    0.38113E+02
    0.96156E+00    0.43450E+02
    0.11393E+01    0.48453E+02
    0.13498E+01    0.51337E+02
    0.15993E+01    0.52362E+02
    0.18948E+01    0.51908E+02
    0.22450E+01    0.51899E+02
    0.26599E+01    0.52912E+02
