    0.12566E+00    0.57623E+01
    0.14889E+00    0.67870E+01
    0.17640E+00    0.82721E+01
    0.20900E+00    0.93260E+01
    0.24763E+00    0.11558E+02
    0.29339E+00    0.13221E+02
    0.34761E+00    0.15750E+02
    0.41185E+00    0.19033E+02
    0.48797E+00    0.22845E+02
    0.57814E+00    0.26918E+02
    0.68499E+00    0.32232E+02
    0.81158E+00    0.37964E+02
    0.96156E+00    0.43240E+02
    0.11393E+01    0.48145E+02
    0.13498E+01    0.50969E+02
    0.15993E+01    0.52146E+02
    0.18948E+01    0.52083E+02
    0.22450E+01    0.52410E+02
    0.26599E+01    0.53923E+02
