    0.12566E+00    0.65056E+01
    0.14889E+00    0.76001E+01
    0.17640E+00    0.92612E+01
    0.20900E+00    0.10469E+02
    0.24763E+00    0.12804E+02
    0.29339E+00    0.14560E+02
    0.34761E+00    0.17155E+02
    0.41185E+00    0.20392E+02
    0.48797E+00    0.23899E+02
    0.57814E+00    0.27740E+02
    0.68499E+00    0.32623E+02
    0.81158E+00    0.38183E+02
    0.96156E+00    0.43658E+02
    0.11393E+01    0.48652E+02
    0.13498E+01    0.51685E+02
    0.15993E+01    0.52504E+02
    0.18948E+01    0.51812E+02
    0.22450E+01    0.51501E+02
    0.26599E+01    0.52048E+02
