    0.12566E+00    0.55382E+01
    0.14889E+00    0.65522E+01
    0.17640E+00    0.79852E+01
    0.20900E+00    0.89840E+01
    0.24763E+00    0.11208E+02
    0.29339E+00    0.12873E+02
    0.34761E+00    0.15386E+02
    0.41185E+00    0.18708E+02
    0.48797E+00    0.22591E+02
    0.57814E+00    0.26762E+02
    0.68499E+00    0.32198E+02
    0.81158E+00    0.37823E+02
    0.96156E+00    0.43050E+02
    0.11393E+01    0.47966E+02
    0.13498E+01    0.50759E+02
    0.15993E+01    0.52089E+02
    0.18948E+01    0.52261E+02
    0.22450E+01    0.52756E+02
    0.26599E+01    0.54623E+02
