    0.12566E+00    0.45735E+01
    0.14889E+00    0.56230E+01
    0.17640E+00    0.68331E+01
    0.20900E+00    0.76660E+01
    0.24763E+00    0.98309E+01
    0.29339E+00    0.11685E+02
    0.34761E+00    0.14211E+02
    0.41185E+00    0.17694E+02
    0.48797E+00    0.21893E+02
    0.57814E+00    0.26175E+02
    0.68499E+00    0.31951E+02
    0.81158E+00    0.36858E+02
    0.96156E+00    0.41882E+02
    0.11393E+01    0.46520E+02
    0.13498E+01    0.49596E+02
    0.15993E+01    0.51584E+02
    0.18948E+01    0.52844E+02
    0.22450E+01    0.54607E+02
    0.26599E+01    0.58133E+02
