    0.12566E+00    0.32474E+01
    0.14889E+00    0.46337E+01
    0.17640E+00    0.59850E+01
    0.20900E+00    0.84014E+01
    0.24763E+00    0.10808E+02
    0.29339E+00    0.13795E+02
    0.34761E+00    0.17067E+02
    0.41185E+00    0.20523E+02
    0.48797E+00    0.23913E+02
    0.57814E+00    0.26789E+02
    0.68499E+00    0.29343E+02
    0.81158E+00    0.31781E+02
    0.96156E+00    0.33793E+02
    0.11393E+01    0.35278E+02
    0.13498E+01    0.36451E+02
    0.15993E+01    0.37271E+02
    0.18948E+01    0.37889E+02
    0.22450E+01    0.40155E+02
    0.26599E+01    0.54910E+02
