    0.12566E+00    0.50240E+01
    0.14889E+00    0.60532E+01
    0.17640E+00    0.73619E+01
    0.20900E+00    0.82521E+01
    0.24763E+00    0.10437E+02
    0.29339E+00    0.12191E+02
    0.34761E+00    0.14683E+02
    0.41185E+00    0.18098E+02
    0.48797E+00    0.22208E+02
    0.57814E+00    0.26502E+02
    0.68499E+00    0.32150E+02
    0.81158E+00    0.37427E+02
    0.96156E+00    0.42551E+02
    0.11393E+01    0.47308E+02
    0.13498E+01    0.50190E+02
    0.15993E+01    0.51780E+02
    0.18948E+01    0.52584E+02
    0.22450E+01    0.53675E+02
    0.26599E+01    0.56289E+02
