    0.12566E+00    0.73412E+01
    0.14889E+00    0.85666E+01
    0.17640E+00    0.10436E+02
    0.20900E+00    0.11799E+02
    0.24763E+00    0.14315E+02
    0.29339E+00    0.16292E+02
    0.34761E+00    0.19035E+02
    0.41185E+00    0.22294E+02
    0.48797E+00    0.25618E+02
    0.57814E+00    0.29109E+02
    0.68499E+00    0.33466E+02
    0.81158E+00    0.38530E+02
    0.96156E+00    0.43912E+02
    0.11393E+01    0.48743E+02
    0.13498E+01    0.51993E+02
    0.15993E+01    0.52736E+02
    0.18948E+01    0.51827E+02
    0.22450E+01    0.50808E+02
    0.26599E+01    0.50647E+02
