    0.12566E+00    0.14277E+02
    0.14889E+00    0.11234E+02
    0.17640E+00    0.11161E+02
    0.20900E+00    0.10362E+02
    0.24763E+00    0.10178E+02
    0.29339E+00    0.94228E+01
    0.34761E+00    0.88813E+01
    0.41185E+00    0.82343E+01
    0.48797E+00    0.77207E+01
    0.57814E+00    0.71780E+01
    0.68499E+00    0.67601E+01
    0.81158E+00    0.64812E+01
    0.96156E+00    0.62389E+01
    0.11393E+01    0.59673E+01
    0.13498E+01    0.57854E+01
    0.15993E+01    0.56288E+01
    0.18948E+01    0.56385E+01
    0.22450E+01    0.63685E+01
    0.26599E+01    0.85614E+01
