    0.12566E+00    0.84872E+01
    0.14889E+00    0.68321E+01
    0.17640E+00    0.65536E+01
    0.20900E+00    0.62094E+01
    0.24763E+00    0.60181E+01
    0.29339E+00    0.56653E+01
    0.34761E+00    0.51553E+01
    0.41185E+00    0.47833E+01
    0.48797E+00    0.44336E+01
    0.57814E+00    0.41079E+01
    0.68499E+00    0.38531E+01
    0.81158E+00    0.36615E+01
    0.96156E+00    0.34959E+01
    0.11393E+01    0.33347E+01
    0.13498E+01    0.31939E+01
    0.15993E+01    0.31239E+01
    0.18948E+01    0.31376E+01
    0.22450E+01    0.35758E+01
    0.26599E+01    0.47916E+01
