    0.12566E+00    0.76182E+01
    0.14889E+00    0.88801E+01
    0.17640E+00    0.10873E+02
    0.20900E+00    0.12127E+02
    0.24763E+00    0.14741E+02
    0.29339E+00    0.16728E+02
    0.34761E+00    0.19575E+02
    0.41185E+00    0.22654E+02
    0.48797E+00    0.25630E+02
    0.57814E+00    0.28492E+02
    0.68499E+00    0.31916E+02
    0.81158E+00    0.35444E+02
    0.96156E+00    0.39475E+02
    0.11393E+01    0.43142E+02
    0.13498E+01    0.46094E+02
    0.15993E+01    0.47329E+02
    0.18948E+01    0.47084E+02
    0.22450E+01    0.46240E+02
    0.26599E+01    0.49524E+02
