    0.12566E+00    0.77396E+01
    0.14889E+00    0.89880E+01
    0.17640E+00    0.11013E+02
    0.20900E+00    0.12319E+02
    0.24763E+00    0.14963E+02
    0.29339E+00    0.16969E+02
    0.34761E+00    0.19827E+02
    0.41185E+00    0.22950E+02
    0.48797E+00    0.25991E+02
    0.57814E+00    0.28915E+02
    0.68499E+00    0.32484E+02
    0.81158E+00    0.36220E+02
    0.96156E+00    0.40545E+02
    0.11393E+01    0.44431E+02
    0.13498E+01    0.47431E+02
    0.15993E+01    0.48479E+02
    0.18948E+01    0.47997E+02
    0.22450E+01    0.46954E+02
    0.26599E+01    0.49215E+02
