     1    0.20944E-01    0.56212E-02
     2    0.41888E-01    0.64166E-01
     3    0.62832E-01    0.15759E+00
     4    0.83776E-01    0.25702E+00
     5    0.10472E+00    0.38147E+00
     6    0.12566E+00    0.38113E+00
     7    0.14661E+00    0.44967E+00
     8    0.16755E+00    0.47759E+00
     9    0.18850E+00    0.42338E+00
    10    0.20944E+00    0.41440E+00
    11    0.23038E+00    0.40032E+00
    12    0.25133E+00    0.37460E+00
    13    0.27227E+00    0.35018E+00
    14    0.29322E+00    0.32156E+00
    15    0.31416E+00    0.32603E+00
    16    0.33510E+00    0.30833E+00
    17    0.35605E+00    0.29326E+00
    18    0.37699E+00    0.28801E+00
    19    0.39794E+00    0.28925E+00
    20    0.41888E+00    0.28931E+00
    21    0.43982E+00    0.28242E+00
    22    0.46077E+00    0.28315E+00
    23    0.48171E+00    0.27165E+00
    24    0.50265E+00    0.25848E+00
    25    0.52360E+00    0.25707E+00
    26    0.54454E+00    0.25454E+00
    27    0.56549E+00    0.24546E+00
    28    0.58643E+00    0.23760E+00
    29    0.60737E+00    0.23682E+00
    30    0.62832E+00    0.23433E+00
    31    0.64926E+00    0.23145E+00
    32    0.67021E+00    0.22909E+00
    33    0.69115E+00    0.22651E+00
    34    0.71209E+00    0.22028E+00
    35    0.73304E+00    0.21415E+00
    36    0.75398E+00    0.21075E+00
    37    0.77493E+00    0.21067E+00
    38    0.79587E+00    0.20418E+00
    39    0.81681E+00    0.20761E+00
    40    0.83776E+00    0.20570E+00
    41    0.85870E+00    0.19873E+00
    42    0.87965E+00    0.19840E+00
    43    0.90059E+00    0.19779E+00
    44    0.92153E+00    0.19814E+00
    45    0.94248E+00    0.19750E+00
    46    0.96342E+00    0.20104E+00
    47    0.98437E+00    0.19815E+00
    48    0.10053E+01    0.19486E+00
    49    0.10263E+01    0.19500E+00
    50    0.10472E+01    0.19343E+00
    51    0.10681E+01    0.19349E+00
    52    0.10891E+01    0.19220E+00
    53    0.11100E+01    0.18881E+00
    54    0.11310E+01    0.19275E+00
    55    0.11519E+01    0.19111E+00
    56    0.11729E+01    0.18946E+00
    57    0.11938E+01    0.18810E+00
    58    0.12147E+01    0.18974E+00
    59    0.12357E+01    0.19083E+00
    60    0.12566E+01    0.18743E+00
    61    0.12776E+01    0.18843E+00
    62    0.12985E+01    0.18575E+00
    63    0.13195E+01    0.18777E+00
    64    0.13404E+01    0.18605E+00
    65    0.13614E+01    0.18360E+00
    66    0.13823E+01    0.18187E+00
    67    0.14032E+01    0.17982E+00
    68    0.14242E+01    0.18073E+00
    69    0.14451E+01    0.18095E+00
    70    0.14661E+01    0.18149E+00
    71    0.14870E+01    0.18157E+00
    72    0.15080E+01    0.18181E+00
    73    0.15289E+01    0.18045E+00
    74    0.15499E+01    0.17981E+00
    75    0.15708E+01    0.17952E+00
    76    0.15917E+01    0.17905E+00
    77    0.16127E+01    0.17846E+00
    78    0.16336E+01    0.17929E+00
    79    0.16546E+01    0.17734E+00
    80    0.16755E+01    0.17912E+00
    81    0.16965E+01    0.17814E+00
    82    0.17174E+01    0.17947E+00
    83    0.17383E+01    0.17908E+00
    84    0.17593E+01    0.17952E+00
    85    0.17802E+01    0.17997E+00
    86    0.18012E+01    0.17985E+00
    87    0.18221E+01    0.17960E+00
    88    0.18431E+01    0.17941E+00
    89    0.18640E+01    0.17923E+00
    90    0.18850E+01    0.18137E+00
    91    0.19059E+01    0.18123E+00
    92    0.19268E+01    0.18275E+00
    93    0.19478E+01    0.18338E+00
    94    0.19687E+01    0.18463E+00
    95    0.19897E+01    0.18778E+00
    96    0.20106E+01    0.18819E+00
    97    0.20316E+01    0.18977E+00
    98    0.20525E+01    0.19070E+00
    99    0.20735E+01    0.19366E+00
   100    0.20944E+01    0.19514E+00
   101    0.21153E+01    0.19753E+00
   102    0.21363E+01    0.19846E+00
   103    0.21572E+01    0.20179E+00
   104    0.21782E+01    0.20397E+00
   105    0.21991E+01    0.20500E+00
   106    0.22201E+01    0.20708E+00
   107    0.22410E+01    0.21037E+00
   108    0.22619E+01    0.21351E+00
   109    0.22829E+01    0.21645E+00
   110    0.23038E+01    0.22068E+00
   111    0.23248E+01    0.22465E+00
   112    0.23457E+01    0.22830E+00
   113    0.23667E+01    0.23459E+00
   114    0.23876E+01    0.24087E+00
   115    0.24086E+01    0.24656E+00
   116    0.24295E+01    0.25184E+00
   117    0.24504E+01    0.25839E+00
   118    0.24714E+01    0.26470E+00
   119    0.24923E+01    0.26931E+00
   120    0.25133E+01    0.27319E+00
   121    0.25342E+01    0.27751E+00
   122    0.25552E+01    0.28176E+00
   123    0.25761E+01    0.28494E+00
   124    0.25970E+01    0.28791E+00
   125    0.26180E+01    0.29032E+00
   126    0.26389E+01    0.29501E+00
   127    0.26599E+01    0.29862E+00
