maxi:1.359528E+00	mini:2.844696E-01
2.844696E-01	1.986821E-08
2.953288E-01	1.986821E-08
3.061879E-01	0.000000E+00
3.170471E-01	1.986821E-08
3.279063E-01	7.947286E-08
3.387655E-01	9.934107E-08
3.496246E-01	9.934107E-08
3.604838E-01	9.934107E-08
3.713430E-01	2.185504E-07
3.822021E-01	2.582868E-07
3.930613E-01	2.185504E-07
4.039205E-01	5.960464E-07
4.147797E-01	5.165736E-07
4.256388E-01	8.742015E-07
4.364980E-01	9.338061E-07
4.473572E-01	1.311302E-06
4.582163E-01	2.205372E-06
4.690755E-01	3.059705E-06
4.799347E-01	3.397465E-06
4.907939E-01	3.973643E-06
5.016530E-01	6.218751E-06
5.125122E-01	8.384387E-06
5.233714E-01	1.086791E-05
5.342306E-01	1.289447E-05
5.450897E-01	1.653035E-05
5.559489E-01	2.129873E-05
5.668081E-01	2.616644E-05
5.776672E-01	3.222624E-05
5.885264E-01	4.239877E-05
5.993856E-01	5.092223E-05
6.102448E-01	6.383657E-05
6.211039E-01	8.042653E-05
6.319631E-01	1.001954E-04
6.428223E-01	1.252095E-04
6.536814E-01	1.573761E-04
6.645406E-01	1.990398E-04
6.753998E-01	2.487898E-04
6.862590E-01	3.275673E-04
6.971181E-01	4.134576E-04
7.079773E-01	5.403956E-04
7.188365E-01	6.959637E-04
7.296956E-01	8.961956E-04
7.405548E-01	1.161198E-03
7.514140E-01	1.498719E-03
7.622732E-01	1.939158E-03
7.731323E-01	2.491852E-03
7.839915E-01	3.171603E-03
7.948507E-01	3.992379E-03
8.057098E-01	4.948994E-03
8.165690E-01	6.016910E-03
8.274282E-01	7.184327E-03
8.382874E-01	8.433322E-03
8.491465E-01	9.771764E-03
8.600057E-01	1.129971E-02
8.708649E-01	1.294593E-02
8.817240E-01	1.490498E-02
8.925832E-01	1.708136E-02
9.034424E-01	1.960019E-02
9.143016E-01	2.243185E-02
9.251607E-01	2.559374E-02
9.360199E-01	2.913340E-02
9.468791E-01	3.358044E-02
9.577382E-01	3.933837E-02
9.685974E-01	4.666195E-02
9.794566E-01	5.550241E-02
9.903158E-01	6.410340E-02
1.001175E+00	6.893150E-02
1.012034E+00	6.793048E-02
1.022893E+00	6.201728E-02
1.033752E+00	5.409561E-02
1.044612E+00	4.673896E-02
1.055471E+00	4.038523E-02
1.066330E+00	3.512325E-02
1.077189E+00	3.068459E-02
1.088048E+00	2.652353E-02
1.098907E+00	2.268537E-02
1.109767E+00	1.930161E-02
1.120626E+00	1.644226E-02
1.131485E+00	1.396932E-02
1.142344E+00	1.190337E-02
1.153203E+00	1.003754E-02
1.164062E+00	8.223136E-03
1.174922E+00	6.412387E-03
1.185781E+00	4.615049E-03
1.196640E+00	3.033698E-03
1.207499E+00	1.830220E-03
1.218358E+00	1.037816E-03
1.229218E+00	5.666614E-04
1.240077E+00	3.061891E-04
1.250936E+00	1.613100E-04
1.261795E+00	8.304914E-05
1.272654E+00	4.202127E-05
1.283513E+00	2.020597E-05
1.294373E+00	9.139379E-06
1.305232E+00	3.894170E-06
1.316091E+00	1.788139E-06
1.326950E+00	6.556511E-07
1.337809E+00	3.377597E-07
1.348668E+00	1.788139E-07
1.359528E+00	3.973643E-08
