maxi:1.332870E+00	mini:4.338226E-01
4.338226E-01	1.986821E-08
4.429039E-01	1.986821E-08
4.519852E-01	3.973643E-08
4.610665E-01	1.390775E-07
4.701478E-01	1.788139E-07
4.792291E-01	3.576279E-07
4.883104E-01	2.781550E-07
4.973917E-01	3.973643E-07
5.064730E-01	4.172325E-07
5.155543E-01	5.165736E-07
5.246355E-01	7.351240E-07
5.337168E-01	1.251698E-06
5.427981E-01	1.291434E-06
5.518794E-01	1.430511E-06
5.609607E-01	1.768271E-06
5.700420E-01	3.755093E-06
5.791233E-01	3.933907E-06
5.882046E-01	4.768372E-06
5.972859E-01	6.059806E-06
6.063672E-01	8.006891E-06
6.154485E-01	9.258588E-06
6.245298E-01	1.170238E-05
6.336110E-01	1.464287E-05
6.426923E-01	1.974901E-05
6.517736E-01	2.739827E-05
6.608549E-01	3.554424E-05
6.699362E-01	4.585584E-05
6.790175E-01	5.996227E-05
6.880988E-01	7.915497E-05
6.971801E-01	1.054605E-04
7.062614E-01	1.413623E-04
7.153427E-01	1.887282E-04
7.244240E-01	2.621214E-04
7.335052E-01	3.453294E-04
7.425865E-01	4.700621E-04
7.516678E-01	6.235043E-04
7.607491E-01	8.308093E-04
7.698304E-01	1.084785E-03
7.789117E-01	1.423419E-03
7.879930E-01	1.814564E-03
7.970743E-01	2.301772E-03
8.061556E-01	2.887925E-03
8.152369E-01	3.538469E-03
8.243182E-01	4.212618E-03
8.333995E-01	4.964292E-03
8.424807E-01	5.733550E-03
8.515620E-01	6.542146E-03
8.606433E-01	7.449547E-03
8.697246E-01	8.483191E-03
8.788059E-01	9.667714E-03
8.878872E-01	1.106673E-02
8.969685E-01	1.263366E-02
9.060498E-01	1.454943E-02
9.151311E-01	1.665417E-02
9.242124E-01	1.905634E-02
9.332937E-01	2.197659E-02
9.423750E-01	2.549958E-02
9.514562E-01	3.012834E-02
9.605375E-01	3.628139E-02
9.696188E-01	4.454194E-02
9.787001E-01	5.487669E-02
9.877814E-01	6.601818E-02
9.968627E-01	7.415432E-02
1.005944E+00	7.544265E-02
1.015025E+00	6.905593E-02
1.024107E+00	5.913218E-02
1.033188E+00	4.921953E-02
1.042269E+00	4.060837E-02
1.051350E+00	3.393133E-02
1.060432E+00	2.866473E-02
1.069513E+00	2.442829E-02
1.078594E+00	2.094585E-02
1.087676E+00	1.784815E-02
1.096757E+00	1.525539E-02
1.105838E+00	1.299425E-02
1.114919E+00	1.115181E-02
1.124001E+00	9.620806E-03
1.133082E+00	8.352379E-03
1.142163E+00	7.278999E-03
1.151245E+00	6.319483E-03
1.160326E+00	5.377789E-03
1.169407E+00	4.361471E-03
1.178489E+00	3.368914E-03
1.187570E+00	2.408604E-03
1.196651E+00	1.548807E-03
1.205732E+00	9.052157E-04
1.214814E+00	4.806519E-04
1.223895E+00	2.381603E-04
1.232976E+00	1.165668E-04
1.242058E+00	5.527337E-05
1.251139E+00	2.342463E-05
1.260220E+00	1.047055E-05
1.269301E+00	4.033248E-06
1.278383E+00	1.688798E-06
1.287464E+00	8.940697E-07
1.296545E+00	3.774961E-07
1.305627E+00	9.934107E-08
1.314708E+00	3.973643E-08
1.323789E+00	0.000000E+00
1.332870E+00	1.986821E-08
