maxi:1.314133E+00	mini:4.374084E-01
4.374084E-01	1.986821E-08
4.462642E-01	1.986821E-08
4.551200E-01	5.960464E-08
4.639758E-01	7.947286E-08
4.728316E-01	5.960464E-08
4.816874E-01	1.986821E-07
4.905432E-01	1.589457E-07
4.993991E-01	2.384186E-07
5.082549E-01	2.980232E-07
5.171107E-01	4.569689E-07
5.259665E-01	4.569689E-07
5.348223E-01	7.549922E-07
5.436781E-01	7.947286E-07
5.525339E-01	9.536743E-07
5.613897E-01	1.410643E-06
5.702455E-01	1.788139E-06
5.791013E-01	2.582868E-06
5.879571E-01	2.880891E-06
5.968129E-01	3.377597E-06
6.056687E-01	5.185604E-06
6.145245E-01	6.000201E-06
6.233803E-01	7.688999E-06
6.322361E-01	1.013279E-05
6.410919E-01	1.333157E-05
6.499477E-01	1.686811E-05
6.588035E-01	2.229214E-05
6.676593E-01	3.027916E-05
6.765151E-01	4.070997E-05
6.853709E-01	5.495548E-05
6.942267E-01	7.476409E-05
7.030825E-01	1.005530E-04
7.119383E-01	1.384020E-04
7.207941E-01	1.899203E-04
7.296499E-01	2.526045E-04
7.385057E-01	3.447135E-04
7.473615E-01	4.644593E-04
7.562173E-01	6.237030E-04
7.650731E-01	8.310080E-04
7.739289E-01	1.073817E-03
7.827847E-01	1.407743E-03
7.916405E-01	1.804729E-03
8.004963E-01	2.285381E-03
8.093521E-01	2.830585E-03
8.182079E-01	3.451049E-03
8.270637E-01	4.091144E-03
8.359195E-01	4.754643E-03
8.447753E-01	5.484919E-03
8.536311E-01	6.252944E-03
8.624869E-01	7.100681E-03
8.713427E-01	8.077164E-03
8.801985E-01	9.189725E-03
8.890543E-01	1.051805E-02
8.979101E-01	1.202351E-02
9.067659E-01	1.378802E-02
9.156217E-01	1.587101E-02
9.244775E-01	1.817250E-02
9.333333E-01	2.099389E-02
9.421891E-01	2.442511E-02
9.510449E-01	2.892158E-02
9.599007E-01	3.503678E-02
9.687565E-01	4.318474E-02
9.776123E-01	5.361217E-02
9.864681E-01	6.539452E-02
9.953239E-01	7.489334E-02
1.004180E+00	7.758176E-02
1.013035E+00	7.182517E-02
1.021891E+00	6.154029E-02
1.030747E+00	5.099390E-02
1.039603E+00	4.175393E-02
1.048459E+00	3.447616E-02
1.057314E+00	2.891852E-02
1.066170E+00	2.444528E-02
1.075026E+00	2.093464E-02
1.083882E+00	1.782016E-02
1.092738E+00	1.518488E-02
1.101593E+00	1.295988E-02
1.110449E+00	1.108156E-02
1.119305E+00	9.537836E-03
1.128161E+00	8.311570E-03
1.137017E+00	7.256866E-03
1.145872E+00	6.346246E-03
1.154728E+00	5.477269E-03
1.163584E+00	4.606883E-03
1.172440E+00	3.701826E-03
1.181296E+00	2.806624E-03
1.190151E+00	1.962662E-03
1.199007E+00	1.218855E-03
1.207863E+00	6.865462E-04
1.216719E+00	3.616015E-04
1.225575E+00	1.764099E-04
1.234430E+00	8.400281E-05
1.243286E+00	3.679593E-05
1.252142E+00	1.597404E-05
1.260998E+00	7.033348E-06
1.269854E+00	2.761682E-06
1.278709E+00	1.390775E-06
1.287565E+00	4.967054E-07
1.296421E+00	2.384186E-07
1.305277E+00	5.960464E-08
1.314133E+00	1.986821E-08
