maxi:1.346970E+00	mini:3.520508E-01
3.520508E-01	1.986821E-08
3.621005E-01	7.947286E-08
3.721502E-01	7.947286E-08
3.821998E-01	1.390775E-07
3.922495E-01	1.589457E-07
4.022992E-01	1.390775E-07
4.123489E-01	3.377597E-07
4.223986E-01	3.377597E-07
4.324483E-01	2.980232E-07
4.424979E-01	4.768372E-07
4.525476E-01	5.364418E-07
4.625973E-01	1.072884E-06
4.726470E-01	1.231829E-06
4.826967E-01	1.768271E-06
4.927464E-01	2.245108E-06
5.027961E-01	2.781550E-06
5.128457E-01	3.834565E-06
5.228954E-01	5.185604E-06
5.329451E-01	7.828077E-06
5.429948E-01	8.662542E-06
5.530445E-01	1.140436E-05
5.630942E-01	1.355012E-05
5.731439E-01	1.680851E-05
5.831935E-01	2.127886E-05
5.932432E-01	2.535184E-05
6.032929E-01	3.244479E-05
6.133426E-01	3.906091E-05
6.233923E-01	4.980961E-05
6.334420E-01	6.242593E-05
6.434916E-01	7.802248E-05
6.535413E-01	9.993712E-05
6.635910E-01	1.246134E-04
6.736407E-01	1.584490E-04
6.836904E-01	2.004306E-04
6.937401E-01	2.621015E-04
7.037898E-01	3.278454E-04
7.138394E-01	4.366239E-04
7.238891E-01	5.657077E-04
7.339388E-01	7.257859E-04
7.439885E-01	9.546081E-04
7.540382E-01	1.231054E-03
7.640879E-01	1.581351E-03
7.741376E-01	2.034247E-03
7.841872E-01	2.574245E-03
7.942369E-01	3.256083E-03
8.042866E-01	4.026035E-03
8.143363E-01	4.907231E-03
8.243860E-01	5.860249E-03
8.344357E-01	6.845911E-03
8.444854E-01	7.934014E-03
8.545350E-01	9.162605E-03
8.645847E-01	1.042275E-02
8.746344E-01	1.192232E-02
8.846841E-01	1.365701E-02
8.947338E-01	1.558687E-02
9.047835E-01	1.781303E-02
9.148331E-01	2.034356E-02
9.248828E-01	2.312591E-02
9.349325E-01	2.638928E-02
9.449822E-01	3.024348E-02
9.550319E-01	3.538567E-02
9.650816E-01	4.197651E-02
9.751313E-01	5.032015E-02
9.851809E-01	5.941979E-02
9.952306E-01	6.673441E-02
1.005280E+00	6.916348E-02
1.015330E+00	6.535445E-02
1.025380E+00	5.818280E-02
1.035429E+00	5.014269E-02
1.045479E+00	4.287755E-02
1.055529E+00	3.681672E-02
1.065578E+00	3.196955E-02
1.075628E+00	2.779227E-02
1.085678E+00	2.408151E-02
1.095727E+00	2.068843E-02
1.105777E+00	1.768474E-02
1.115827E+00	1.512454E-02
1.125877E+00	1.291450E-02
1.135926E+00	1.114770E-02
1.145976E+00	9.570718E-03
1.156026E+00	8.084019E-03
1.166075E+00	6.673872E-03
1.176125E+00	5.202015E-03
1.186175E+00	3.759384E-03
1.196224E+00	2.481878E-03
1.206274E+00	1.501103E-03
1.216324E+00	8.439422E-04
1.226373E+00	4.568299E-04
1.236423E+00	2.421538E-04
1.246473E+00	1.220703E-04
1.256522E+00	6.455183E-05
1.266572E+00	3.101428E-05
1.276622E+00	1.517932E-05
1.286671E+00	7.390976E-06
1.296721E+00	3.457069E-06
1.306771E+00	1.450380E-06
1.316821E+00	5.364418E-07
1.326870E+00	1.788139E-07
1.336920E+00	7.947286E-08
1.346970E+00	1.986821E-08
