maxi:1.313705E+00	mini:4.389038E-01
4.389038E-01	1.986821E-08
4.477402E-01	0.000000E+00
4.565766E-01	3.973643E-08
4.654129E-01	3.973643E-08
4.742493E-01	9.934107E-08
4.830857E-01	7.947286E-08
4.919221E-01	5.960464E-08
5.007585E-01	2.781550E-07
5.095948E-01	3.377597E-07
5.184312E-01	2.980232E-07
5.272676E-01	4.172325E-07
5.361040E-01	5.761782E-07
5.449404E-01	4.967054E-07
5.537768E-01	7.947286E-07
5.626131E-01	1.331170E-06
5.714495E-01	1.351039E-06
5.802859E-01	2.086163E-06
5.891223E-01	2.225240E-06
5.979587E-01	2.821287E-06
6.067950E-01	3.715356E-06
6.156314E-01	4.967054E-06
6.244678E-01	6.834666E-06
6.333042E-01	8.563201E-06
6.421406E-01	1.211961E-05
6.509769E-01	1.452367E-05
6.598133E-01	2.052387E-05
6.686497E-01	2.737840E-05
6.774861E-01	3.558397E-05
6.863225E-01	5.084276E-05
6.951588E-01	6.796916E-05
7.039952E-01	9.332101E-05
7.128316E-01	1.312693E-04
7.216680E-01	1.766483E-04
7.305044E-01	2.449751E-04
7.393407E-01	3.274282E-04
7.481771E-01	4.484653E-04
7.570135E-01	5.990664E-04
7.658499E-01	7.967154E-04
7.746863E-01	1.049896E-03
7.835226E-01	1.370708E-03
7.923590E-01	1.759946E-03
8.011954E-01	2.237022E-03
8.100318E-01	2.780636E-03
8.188682E-01	3.360271E-03
8.277045E-01	4.015247E-03
8.365409E-01	4.685104E-03
8.453773E-01	5.386273E-03
8.542137E-01	6.154795E-03
8.630501E-01	6.968101E-03
8.718864E-01	7.930915E-03
8.807228E-01	9.046614E-03
8.895592E-01	1.033185E-02
8.983956E-01	1.183683E-02
9.072320E-01	1.359687E-02
9.160683E-01	1.564511E-02
9.249047E-01	1.801896E-02
9.337411E-01	2.083655E-02
9.425775E-01	2.436225E-02
9.514139E-01	2.898683E-02
9.602502E-01	3.526256E-02
9.690866E-01	4.370618E-02
9.779230E-01	5.464339E-02
9.867594E-01	6.687079E-02
9.955958E-01	7.669018E-02
1.004432E+00	7.925451E-02
1.013269E+00	7.278987E-02
1.022105E+00	6.181329E-02
1.030941E+00	5.076069E-02
1.039778E+00	4.139729E-02
1.048614E+00	3.406733E-02
1.057450E+00	2.836579E-02
1.066287E+00	2.394795E-02
1.075123E+00	2.042798E-02
1.083960E+00	1.738463E-02
1.092796E+00	1.479475E-02
1.101632E+00	1.258892E-02
1.110469E+00	1.073678E-02
1.119305E+00	9.234111E-03
1.128141E+00	8.070906E-03
1.136978E+00	7.044176E-03
1.145814E+00	6.180048E-03
1.154651E+00	5.329351E-03
1.163487E+00	4.476011E-03
1.172323E+00	3.601154E-03
1.181160E+00	2.730151E-03
1.189996E+00	1.891196E-03
1.198833E+00	1.172801E-03
1.207669E+00	6.670952E-04
1.216505E+00	3.457467E-04
1.225342E+00	1.695951E-04
1.234178E+00	7.839998E-05
1.243014E+00	3.592173E-05
1.251851E+00	1.452367E-05
1.260687E+00	6.417433E-06
1.269524E+00	2.900759E-06
1.278360E+00	9.338061E-07
1.287196E+00	3.973643E-07
1.296033E+00	1.390775E-07
1.304869E+00	7.947286E-08
1.313705E+00	1.986821E-08
