maxi:1.559357E+00	mini:2.975464E-04
2.975464E-04	5.960464E-07
1.604562E-02	1.609325E-06
3.179369E-02	1.748403E-06
4.754176E-02	1.847744E-06
6.328983E-02	1.907349E-06
7.903791E-02	2.423922E-06
9.478598E-02	2.960364E-06
1.105341E-01	3.000100E-06
1.262821E-01	3.516674E-06
1.420302E-01	4.529953E-06
1.577783E-01	5.284945E-06
1.735263E-01	6.337961E-06
1.892744E-01	7.291635E-06
2.050225E-01	1.037121E-05
2.207706E-01	1.209974E-05
2.365186E-01	1.394749E-05
2.522667E-01	1.732508E-05
2.680148E-01	2.159675E-05
2.837628E-01	2.644459E-05
2.995109E-01	3.121297E-05
3.152590E-01	4.072984E-05
3.310071E-01	4.980961E-05
3.467551E-01	6.163120E-05
3.625032E-01	7.218122E-05
3.782513E-01	8.662542E-05
3.939994E-01	1.099904E-04
4.097474E-01	1.345476E-04
4.254955E-01	1.611908E-04
4.412436E-01	1.943906E-04
4.569916E-01	2.393126E-04
4.727397E-01	2.849301E-04
4.884878E-01	3.487865E-04
5.042359E-01	4.149079E-04
5.199839E-01	5.057057E-04
5.357320E-01	6.021857E-04
5.514801E-01	7.258852E-04
5.672281E-01	8.657972E-04
5.829762E-01	1.031995E-03
5.987243E-01	1.237432E-03
6.144724E-01	1.481036E-03
6.302204E-01	1.774867E-03
6.459685E-01	2.127667E-03
6.617166E-01	2.531131E-03
6.774646E-01	3.019909E-03
6.932127E-01	3.623724E-03
7.089608E-01	4.338026E-03
7.247089E-01	5.211413E-03
7.404569E-01	6.244620E-03
7.562050E-01	7.446587E-03
7.719531E-01	8.862217E-03
7.877012E-01	1.049519E-02
8.034492E-01	1.239791E-02
8.191973E-01	1.449754E-02
8.349454E-01	1.678916E-02
8.506934E-01	1.931316E-02
8.664415E-01	2.202872E-02
8.821896E-01	2.497089E-02
8.979377E-01	2.822707E-02
9.136857E-01	3.169445E-02
9.294338E-01	3.545992E-02
9.451819E-01	3.941437E-02
9.609299E-01	4.377002E-02
9.766780E-01	4.859924E-02
9.924261E-01	5.318842E-02
1.008174E+00	5.612987E-02
1.023922E+00	5.673188E-02
1.039670E+00	5.543496E-02
1.055418E+00	5.330880E-02
1.071166E+00	5.056437E-02
1.086915E+00	4.711465E-02
1.102663E+00	4.293666E-02
1.118411E+00	3.818719E-02
1.134159E+00	3.328578E-02
1.149907E+00	2.817144E-02
1.165655E+00	2.300519E-02
1.181403E+00	1.788797E-02
1.197151E+00	1.344095E-02
1.212899E+00	9.814620E-03
1.228647E+00	6.937285E-03
1.244395E+00	4.694641E-03
1.260143E+00	3.028154E-03
1.275891E+00	1.858433E-03
1.291639E+00	1.114627E-03
1.307388E+00	6.523530E-04
1.323136E+00	3.796617E-04
1.338884E+00	2.143383E-04
1.354632E+00	1.203219E-04
1.370380E+00	6.556511E-05
1.386128E+00	3.425280E-05
1.401876E+00	1.680851E-05
1.417624E+00	9.278456E-06
1.433372E+00	4.589558E-06
1.449120E+00	2.165635E-06
1.464868E+00	1.092752E-06
1.480616E+00	5.761782E-07
1.496364E+00	9.934107E-08
1.512112E+00	1.986821E-08
1.527861E+00	5.960464E-08
1.543609E+00	0.000000E+00
1.559357E+00	1.986821E-08
