maxi:1.308029E+00	mini:5.058441E-01
5.058441E-01	1.986821E-08
5.139470E-01	1.986821E-08
5.220499E-01	0.000000E+00
5.301528E-01	0.000000E+00
5.382556E-01	7.947286E-08
5.463585E-01	7.947286E-08
5.544614E-01	9.934107E-08
5.625643E-01	1.390775E-07
5.706672E-01	1.986821E-07
5.787700E-01	9.934107E-08
5.868729E-01	1.986821E-07
5.949758E-01	3.774961E-07
6.030787E-01	6.357829E-07
6.111815E-01	6.159147E-07
6.192844E-01	9.536743E-07
6.273873E-01	1.231829E-06
6.354902E-01	1.847744E-06
6.435931E-01	2.682209E-06
6.516959E-01	4.331271E-06
6.597988E-01	5.821387E-06
6.679017E-01	8.225441E-06
6.760046E-01	1.068910E-05
6.841075E-01	1.782179E-05
6.922103E-01	2.449751E-05
7.003132E-01	3.465017E-05
7.084161E-01	5.078316E-05
7.165190E-01	7.132689E-05
7.246219E-01	1.007915E-04
7.327247E-01	1.400113E-04
7.408276E-01	1.921852E-04
7.489305E-01	2.697508E-04
7.570334E-01	3.625552E-04
7.651363E-01	4.928708E-04
7.732391E-01	6.500681E-04
7.813420E-01	8.495649E-04
7.894449E-01	1.100719E-03
7.975478E-01	1.418749E-03
8.056507E-01	1.809438E-03
8.137535E-01	2.231419E-03
8.218564E-01	2.686481E-03
8.299593E-01	3.187537E-03
8.380622E-01	3.682892E-03
8.461651E-01	4.197001E-03
8.542679E-01	4.763544E-03
8.623708E-01	5.324741E-03
8.704737E-01	6.004433E-03
8.785766E-01	6.745438E-03
8.866794E-01	7.663806E-03
8.947823E-01	8.735855E-03
9.028852E-01	1.000857E-02
9.109881E-01	1.152116E-02
9.190910E-01	1.329229E-02
9.271938E-01	1.532012E-02
9.352967E-01	1.787931E-02
9.433996E-01	2.112991E-02
9.515025E-01	2.542492E-02
9.596054E-01	3.132949E-02
9.677082E-01	3.947781E-02
9.758111E-01	5.054897E-02
9.839140E-01	6.441905E-02
9.920169E-01	7.841623E-02
1.000120E+00	8.621075E-02
1.008223E+00	8.238971E-02
1.016326E+00	7.028886E-02
1.024428E+00	5.658811E-02
1.032531E+00	4.480294E-02
1.040634E+00	3.582352E-02
1.048737E+00	2.901695E-02
1.056840E+00	2.388795E-02
1.064943E+00	1.992921E-02
1.073046E+00	1.683352E-02
1.081149E+00	1.427201E-02
1.089251E+00	1.210215E-02
1.097354E+00	1.033515E-02
1.105457E+00	8.885006E-03
1.113560E+00	7.690092E-03
1.121663E+00	6.727517E-03
1.129766E+00	5.962849E-03
1.137869E+00	5.281647E-03
1.145972E+00	4.696727E-03
1.154074E+00	4.107575E-03
1.162177E+00	3.515661E-03
1.170280E+00	2.874156E-03
1.178383E+00	2.227644E-03
1.186486E+00	1.591523E-03
1.194589E+00	1.048108E-03
1.202692E+00	6.255706E-04
1.210795E+00	3.391504E-04
1.218898E+00	1.732111E-04
1.227000E+00	8.801619E-05
1.235103E+00	3.953775E-05
1.243206E+00	1.806021E-05
1.251309E+00	6.973743E-06
1.259412E+00	3.099442E-06
1.267515E+00	1.291434E-06
1.275618E+00	4.768372E-07
1.283721E+00	7.947286E-08
1.291823E+00	3.973643E-08
1.299926E+00	1.986821E-08
1.308029E+00	1.986821E-08
