maxi:1.311295E+00	mini:5.583038E-01
5.583038E-01	1.986821E-08
5.659098E-01	0.000000E+00
5.735158E-01	0.000000E+00
5.811217E-01	0.000000E+00
5.887277E-01	7.947286E-08
5.963337E-01	3.973643E-08
6.039396E-01	7.947286E-08
6.115456E-01	1.986821E-07
6.191516E-01	1.788139E-07
6.267575E-01	2.185504E-07
6.343635E-01	3.178914E-07
6.419695E-01	6.953875E-07
6.495754E-01	1.072884E-06
6.571814E-01	1.649062E-06
6.647874E-01	2.682209E-06
6.723933E-01	4.688899E-06
6.799993E-01	6.496906E-06
6.876053E-01	9.318193E-06
6.952112E-01	1.372894E-05
7.028172E-01	2.070268E-05
7.104232E-01	3.021955E-05
7.180291E-01	4.436572E-05
7.256351E-01	6.204844E-05
7.332411E-01	8.960565E-05
7.408470E-01	1.226465E-04
7.484530E-01	1.704693E-04
7.560590E-01	2.386570E-04
7.636649E-01	3.167590E-04
7.712709E-01	4.190803E-04
7.788769E-01	5.571445E-04
7.864828E-01	7.207195E-04
7.940888E-01	9.479125E-04
8.016948E-01	1.215359E-03
8.093007E-01	1.541615E-03
8.169067E-01	1.904726E-03
8.245127E-01	2.275189E-03
8.321186E-01	2.672871E-03
8.397246E-01	3.069560E-03
8.473306E-01	3.454308E-03
8.549365E-01	3.890097E-03
8.625425E-01	4.322370E-03
8.701485E-01	4.821559E-03
8.777544E-01	5.386174E-03
8.853604E-01	6.061971E-03
8.929664E-01	6.829699E-03
9.005723E-01	7.846495E-03
9.081783E-01	8.973797E-03
9.157843E-01	1.039304E-02
9.233902E-01	1.195125E-02
9.309962E-01	1.398244E-02
9.386022E-01	1.649173E-02
9.462081E-01	1.968251E-02
9.538141E-01	2.407205E-02
9.614201E-01	3.006945E-02
9.690260E-01	3.847283E-02
9.766320E-01	5.026760E-02
9.842380E-01	6.594509E-02
9.918439E-01	8.277369E-02
9.994499E-01	9.316583E-02
1.007056E+00	8.888090E-02
1.014662E+00	7.420176E-02
1.022268E+00	5.801354E-02
1.029874E+00	4.494045E-02
1.037480E+00	3.518730E-02
1.045086E+00	2.796092E-02
1.052692E+00	2.269465E-02
1.060298E+00	1.866579E-02
1.067904E+00	1.559520E-02
1.075510E+00	1.312772E-02
1.083116E+00	1.113733E-02
1.090722E+00	9.434481E-03
1.098327E+00	8.089920E-03
1.105933E+00	6.997724E-03
1.113539E+00	6.118774E-03
1.121145E+00	5.420903E-03
1.128751E+00	4.864077E-03
1.136357E+00	4.360278E-03
1.143963E+00	3.932714E-03
1.151569E+00	3.478467E-03
1.159175E+00	3.014624E-03
1.166781E+00	2.524972E-03
1.174387E+00	2.017975E-03
1.181993E+00	1.517057E-03
1.189599E+00	1.047532E-03
1.197205E+00	6.554325E-04
1.204811E+00	3.869335E-04
1.212417E+00	2.078811E-04
1.220023E+00	1.078248E-04
1.227629E+00	5.525351E-05
1.235235E+00	2.459685E-05
1.242841E+00	1.207987E-05
1.250447E+00	5.741914E-06
1.258053E+00	2.463659E-06
1.265659E+00	1.112620E-06
1.273265E+00	3.178914E-07
1.280871E+00	1.390775E-07
1.288477E+00	5.960464E-08
1.296083E+00	0.000000E+00
1.303689E+00	0.000000E+00
1.311295E+00	1.986821E-08
