maxi:1.316742E+00	mini:4.617615E-01
4.617615E-01	1.986821E-08
4.703976E-01	0.000000E+00
4.790338E-01	3.973643E-08
4.876700E-01	3.973643E-08
4.963061E-01	3.973643E-08
5.049423E-01	1.390775E-07
5.135785E-01	7.947286E-08
5.222146E-01	5.960464E-08
5.308508E-01	5.960464E-08
5.394870E-01	1.986821E-07
5.481231E-01	4.172325E-07
5.567593E-01	3.774961E-07
5.653955E-01	5.165736E-07
5.740316E-01	5.563100E-07
5.826678E-01	8.543332E-07
5.913040E-01	1.132488E-06
5.999401E-01	1.708666E-06
6.085763E-01	1.768271E-06
6.172125E-01	2.622604E-06
6.258486E-01	3.397465E-06
6.344848E-01	4.510085E-06
6.431210E-01	6.735325E-06
6.517571E-01	8.384387E-06
6.603933E-01	1.162291E-05
6.690295E-01	1.756350E-05
6.776656E-01	2.354383E-05
6.863018E-01	3.268321E-05
6.949380E-01	4.657110E-05
7.035741E-01	6.864468E-05
7.122103E-01	9.216865E-05
7.208465E-01	1.275341E-04
7.294826E-01	1.780987E-04
7.381188E-01	2.484719E-04
7.467550E-01	3.413359E-04
7.553911E-01	4.660090E-04
7.640273E-01	6.259282E-04
7.726635E-01	8.276701E-04
7.812996E-01	1.094917E-03
7.899358E-01	1.415571E-03
7.985720E-01	1.814723E-03
8.072081E-01	2.280811E-03
8.158443E-01	2.825697E-03
8.244805E-01	3.397942E-03
8.331166E-01	3.998975E-03
8.417528E-01	4.601697E-03
8.503890E-01	5.257487E-03
8.590251E-01	5.973180E-03
8.676613E-01	6.789704E-03
8.762975E-01	7.684966E-03
8.849336E-01	8.770506E-03
8.935698E-01	1.004026E-02
9.022060E-01	1.154472E-02
9.108421E-01	1.329368E-02
9.194783E-01	1.532326E-02
9.281145E-01	1.771468E-02
9.367506E-01	2.067339E-02
9.453868E-01	2.446989E-02
9.540230E-01	2.956198E-02
9.626591E-01	3.649843E-02
9.712953E-01	4.606950E-02
9.799315E-01	5.843043E-02
9.885676E-01	7.197104E-02
9.972038E-01	8.196177E-02
1.005840E+00	8.240521E-02
1.014476E+00	7.345245E-02
1.023112E+00	6.080178E-02
1.031748E+00	4.899166E-02
1.040385E+00	3.938872E-02
1.049021E+00	3.210332E-02
1.057657E+00	2.647156E-02
1.066293E+00	2.223637E-02
1.074929E+00	1.880978E-02
1.083565E+00	1.597172E-02
1.092202E+00	1.351913E-02
1.100838E+00	1.147896E-02
1.109474E+00	9.831190E-03
1.118110E+00	8.485814E-03
1.126746E+00	7.402480E-03
1.135382E+00	6.509006E-03
1.144019E+00	5.723635E-03
1.152655E+00	4.969199E-03
1.161291E+00	4.227082E-03
1.169927E+00	3.446559E-03
1.178563E+00	2.654334E-03
1.187199E+00	1.891772E-03
1.195836E+00	1.212517E-03
1.204472E+00	7.023017E-04
1.213108E+00	3.764431E-04
1.221744E+00	1.839995E-04
1.230380E+00	8.670489E-05
1.239016E+00	3.822645E-05
1.247653E+00	1.555681E-05
1.256289E+00	7.112821E-06
1.264925E+00	2.662341E-06
1.273561E+00	1.251698E-06
1.282197E+00	5.364418E-07
1.290833E+00	1.788139E-07
1.299470E+00	3.973643E-08
1.308106E+00	0.000000E+00
1.316742E+00	1.986821E-08
