2.094395E-02	3.669292E-01	3.114771E-01
4.188790E-02	2.777912E+00	2.694594E+00
6.283185E-02	6.252865E+00	5.385350E+00
8.377580E-02	8.255568E+00	9.002102E+00
1.047198E-01	1.398208E+01	1.320732E+01
1.256637E-01	1.987622E+01	1.988482E+01
1.466077E-01	2.210989E+01	2.364932E+01
1.675516E-01	2.340809E+01	2.269222E+01
1.884956E-01	2.526487E+01	2.743405E+01
2.094395E-01	2.739937E+01	2.712880E+01
2.303835E-01	2.801301E+01	2.851331E+01
2.513274E-01	2.661635E+01	2.782935E+01
2.722714E-01	2.737832E+01	2.747358E+01
2.932153E-01	2.746001E+01	2.859022E+01
3.141593E-01	2.926149E+01	3.059871E+01
3.351032E-01	2.949265E+01	2.994429E+01
3.560472E-01	2.889402E+01	2.954224E+01
3.769911E-01	2.882917E+01	2.979038E+01
3.979351E-01	2.823188E+01	2.819656E+01
4.188790E-01	2.908229E+01	3.005125E+01
4.398230E-01	2.856462E+01	2.891686E+01
4.607669E-01	2.893166E+01	2.981340E+01
4.817109E-01	2.911471E+01	2.928350E+01
5.026548E-01	2.999632E+01	3.005518E+01
5.235988E-01	2.964000E+01	2.936043E+01
5.445427E-01	2.973012E+01	3.014349E+01
5.654867E-01	2.985727E+01	3.015549E+01
5.864306E-01	2.908131E+01	2.897465E+01
6.073746E-01	2.914834E+01	2.984022E+01
6.283185E-01	2.988808E+01	2.975716E+01
6.492625E-01	2.904083E+01	2.858213E+01
6.702064E-01	3.010687E+01	3.055254E+01
6.911504E-01	3.005707E+01	3.108827E+01
7.120943E-01	2.933777E+01	2.956296E+01
7.330383E-01	2.999513E+01	3.017153E+01
7.539822E-01	2.994760E+01	2.990700E+01
7.749262E-01	2.947071E+01	2.977377E+01
7.958701E-01	3.020250E+01	2.996263E+01
8.168141E-01	2.984726E+01	2.968744E+01
8.377580E-01	3.033431E+01	3.043935E+01
8.587020E-01	3.017240E+01	3.007960E+01
8.796459E-01	2.996980E+01	2.976573E+01
9.005899E-01	3.015235E+01	3.020146E+01
9.215338E-01	3.078340E+01	3.088158E+01
9.424778E-01	3.017513E+01	3.008007E+01
9.634217E-01	3.032309E+01	3.026082E+01
9.843657E-01	3.046940E+01	3.038830E+01
1.005310E+00	3.047025E+01	3.027440E+01
1.026254E+00	3.089016E+01	3.095390E+01
1.047198E+00	3.086015E+01	3.099007E+01
1.068142E+00	3.058166E+01	3.064399E+01
1.089085E+00	3.132849E+01	3.148926E+01
1.110029E+00	3.097046E+01	3.086548E+01
1.130973E+00	3.106496E+01	3.101800E+01
1.151917E+00	3.100228E+01	3.099465E+01
1.172861E+00	3.105438E+01	3.103785E+01
1.193805E+00	3.170548E+01	3.148026E+01
1.214749E+00	3.132349E+01	3.129778E+01
1.235693E+00	3.131953E+01	3.107426E+01
1.256637E+00	3.185426E+01	3.183946E+01
1.277581E+00	3.179365E+01	3.205137E+01
1.298525E+00	3.220520E+01	3.218930E+01
1.319469E+00	3.206253E+01	3.218235E+01
1.340413E+00	3.180525E+01	3.188500E+01
1.361357E+00	3.200423E+01	3.189630E+01
1.382301E+00	3.243223E+01	3.248122E+01
1.403245E+00	3.243536E+01	3.257493E+01
1.424189E+00	3.241342E+01	3.276239E+01
1.445133E+00	3.242577E+01	3.228375E+01
1.466077E+00	3.246063E+01	3.236732E+01
1.487021E+00	3.262045E+01	3.276985E+01
1.507964E+00	3.324325E+01	3.326802E+01
1.528908E+00	3.289916E+01	3.308687E+01
1.549852E+00	3.328375E+01	3.351030E+01
1.570796E+00	3.348471E+01	3.359717E+01
1.591740E+00	3.326590E+01	3.384666E+01
1.612684E+00	3.344827E+01	3.355855E+01
1.633628E+00	3.348638E+01	3.381219E+01
1.654572E+00	3.372439E+01	3.384770E+01
1.675516E+00	3.370940E+01	3.372621E+01
1.696460E+00	3.407767E+01	3.422162E+01
1.717404E+00	3.445488E+01	3.490107E+01
1.738348E+00	3.415580E+01	3.423871E+01
1.759292E+00	3.460260E+01	3.477009E+01
1.780236E+00	3.472933E+01	3.495915E+01
1.801180E+00	3.453843E+01	3.462055E+01
1.822124E+00	3.532206E+01	3.548848E+01
1.843068E+00	3.516823E+01	3.541839E+01
1.864012E+00	3.527464E+01	3.536262E+01
1.884956E+00	3.532631E+01	3.553689E+01
1.905900E+00	3.585289E+01	3.587956E+01
1.926843E+00	3.610262E+01	3.639763E+01
1.947787E+00	3.604711E+01	3.601208E+01
1.968731E+00	3.610127E+01	3.633191E+01
1.989675E+00	3.643481E+01	3.654728E+01
2.010619E+00	3.685039E+01	3.693300E+01
2.031563E+00	3.710263E+01	3.739891E+01
2.052507E+00	3.706506E+01	3.736051E+01
2.073451E+00	3.746491E+01	3.762490E+01
2.094395E+00	3.781315E+01	3.783919E+01
2.115339E+00	3.811668E+01	3.839499E+01
2.136283E+00	3.834480E+01	3.873669E+01
2.157227E+00	3.881383E+01	3.898593E+01
2.178171E+00	3.886500E+01	3.904365E+01
2.199115E+00	3.909117E+01	3.936633E+01
2.220059E+00	3.933617E+01	3.988344E+01
2.241003E+00	3.996600E+01	4.040598E+01
2.261947E+00	4.026390E+01	4.039199E+01
2.282891E+00	4.038479E+01	4.119522E+01
2.303835E+00	4.074855E+01	4.129556E+01
2.324779E+00	4.147327E+01	4.217790E+01
2.345723E+00	4.188058E+01	4.233535E+01
2.366666E+00	4.201230E+01	4.254278E+01
2.387610E+00	4.299702E+01	4.340218E+01
2.408554E+00	4.437783E+01	4.533787E+01
2.429498E+00	5.596430E+01	5.777123E+01
2.450442E+00	5.630211E+01	5.801294E+01
2.471386E+00	5.690520E+01	5.915593E+01
2.492330E+00	5.764545E+01	5.922912E+01
2.513274E+00	5.879791E+01	6.099299E+01
2.534218E+00	5.929265E+01	6.160951E+01
2.555162E+00	5.976893E+01	6.225498E+01
2.576106E+00	6.057080E+01	6.375642E+01
2.597050E+00	6.075677E+01	6.328704E+01
2.617994E+00	6.181501E+01	6.461474E+01
2.638938E+00	6.251962E+01	6.557732E+01
2.659882E+00	6.309045E+01	6.648310E+01
