    0.50000E+01    0.10472E+00    0.14311E+05    0.19992E+01    0.53098E+04
    0.61203E+01    0.12818E+00    0.21501E+05    0.27096E+01    0.55122E+04
    0.74916E+01    0.15690E+00    0.18496E+05    0.34072E+01    0.49332E+04
    0.91701E+01    0.19206E+00    0.87075E+04    0.40863E+01    0.43746E+04
    0.11225E+02    0.23509E+00    0.12940E+05    0.51531E+01    0.39897E+04
    0.13740E+02    0.28777E+00    0.32679E+05    0.64053E+01    0.37555E+04
    0.16818E+02    0.35224E+00    0.43659E+05    0.80951E+01    0.34593E+04
    0.20587E+02    0.43116E+00    0.56175E+05    0.10423E+02    0.32722E+04
    0.25199E+02    0.52777E+00    0.10075E+06    0.13419E+02    0.30615E+04
    0.30845E+02    0.64602E+00    0.15181E+06    0.17040E+02    0.28006E+04
    0.37756E+02    0.79077E+00    0.21598E+06    0.21584E+02    0.25454E+04
    0.46216E+02    0.96795E+00    0.26573E+06    0.26378E+02    0.21857E+04
    0.56571E+02    0.11848E+01    0.30717E+06    0.31615E+02    0.18255E+04
    0.69246E+02    0.14503E+01    0.24984E+06    0.36873E+02    0.13909E+04
    0.84762E+02    0.17752E+01    0.20341E+06    0.42697E+02    0.10811E+04
    0.10375E+03    0.21730E+01    0.42951E+06    0.50200E+02    0.81988E+03
    0.12700E+03    0.26599E+01    0.62373E+06    0.60496E+02    0.79877E+03
