5.144767e-03	5.709529e-04
7.895133e-03	1.281764e-02
1.123699e-02	6.476440e-02
1.378399e-02	1.078497e-01
1.757251e-02	2.434754e-01
1.988207e-02	3.273667e-01
2.334944e-02	9.912743e-02
2.655495e-02	6.631865e-02
2.974593e-02	3.461633e-02
3.294688e-02	1.732383e-02
3.619881e-02	9.355168e-03
3.942795e-02	5.585949e-03
4.263926e-02	3.501892e-03
4.584695e-02	2.155364e-03
4.908071e-02	1.336515e-03
5.230615e-02	8.833607e-04
5.553382e-02	6.121000e-04
5.876571e-02	4.397432e-04
6.197114e-02	3.390710e-04
6.519586e-02	2.534986e-04
6.839587e-02	1.966556e-04
7.162616e-02	1.563430e-04
7.484032e-02	1.290043e-04
7.807665e-02	1.034339e-04
8.129503e-02	9.296338e-05
8.452720e-02	8.068482e-05
8.771739e-02	6.757180e-05
9.091026e-02	5.714099e-05
9.417105e-02	5.108118e-05
9.737700e-02	4.426638e-05
1.005359e-01	3.959735e-05
1.037872e-01	3.508727e-05
1.069875e-01	3.008048e-05
1.102039e-01	2.598763e-05
1.134439e-01	2.439817e-05
1.166120e-01	2.119939e-05
1.198693e-01	1.718601e-05
1.230929e-01	1.670917e-05
1.262816e-01	1.498063e-05
1.294885e-01	1.267592e-05
1.327583e-01	1.241763e-05
1.359274e-01	9.695689e-06
1.391116e-01	9.000301e-06
1.422937e-01	6.854534e-06
1.455001e-01	6.119410e-06
1.487819e-01	5.483627e-06
1.520309e-01	4.529953e-06
1.551422e-01	4.072984e-06
1.583257e-01	3.457069e-06
1.617056e-01	3.178914e-06
1.648673e-01	3.377597e-06
1.680762e-01	2.741814e-06
1.713342e-01	2.920628e-06
1.744779e-01	1.847744e-06
1.776672e-01	2.423922e-06
1.809361e-01	1.629194e-06
1.841226e-01	1.569589e-06
1.874518e-01	1.311302e-06
1.905352e-01	1.211961e-06
1.937784e-01	8.543332e-07
1.967537e-01	6.953875e-07
2.002181e-01	4.967054e-07
2.031817e-01	4.768372e-07
2.062513e-01	2.185504e-07
2.096697e-01	2.980232e-07
2.129646e-01	3.774961e-07
2.160420e-01	1.192093e-07
2.192015e-01	2.185504e-07
2.224989e-01	1.192093e-07
2.257899e-01	9.934107e-08
2.291930e-01	1.589457e-07
2.319940e-01	9.934107e-08
2.361750e-01	1.390775e-07
2.384894e-01	5.960464e-08
2.423439e-01	7.947286e-08
2.450515e-01	9.934107e-08
2.485282e-01	9.934107e-08
2.517033e-01	5.960464e-08
2.542703e-01	5.960464e-08
2.582992e-01	7.947286e-08
2.609299e-01	3.973643e-08
2.655813e-01	1.986821e-08
2.666535e-01	5.960464e-08
2.707650e-01	7.947286e-08
2.741137e-01	0.000000e+00
2.773267e-01	0.000000e+00
2.800612e-01	5.960464e-08
2.842783e-01	1.986821e-08
2.869660e-01	0.000000e+00
2.895178e-01	3.973643e-08
2.934895e-01	1.986821e-08
2.966053e-01	0.000000e+00
2.998284e-01	1.986821e-08
3.022488e-01	1.986821e-08
3.062446e-01	0.000000e+00
3.094577e-01	0.000000e+00
3.122788e-01	1.986821e-08
3.158839e-01	0.000000e+00
3.187362e-01	1.986821e-08
3.223101e-01	1.986821e-08
