4.188790E-02	1.874381E+00	6.927791E+00	0.000000E+00	2.839564E-07	1.546828E-04
6.283185E-02	-1.470297E+00	9.358202E+00	1.091851E-05	5.683850E-07	1.503573E-04
8.377580E-02	2.829698E+00	1.157678E+01	7.261108E-03	7.693992E-07	1.697036E-04
1.047198E-01	1.407328E+00	1.586504E+01	6.320461E-02	1.169316E-06	1.671133E-04
1.256637E-01	3.318546E+00	2.367623E+01	8.078242E-03	1.653651E-06	1.606749E-04
1.466077E-01	1.344443E+01	3.717090E+01	7.137772E-03	1.865084E-06	1.708935E-04
1.675516E-01	2.009923E+00	3.394055E+01	4.223830E-02	2.122361E-06	1.801106E-04
1.884956E-01	3.740473E+00	3.962318E+01	2.544804E-02	2.356678E-06	1.862620E-04
2.094395E-01	9.613735E+00	5.062710E+01	1.806967E-02	2.794873E-06	1.671587E-04
2.303835E-01	9.506602E+00	5.274079E+01	2.132481E-02	2.815899E-06	1.776711E-04
2.513274E-01	-1.110303E+00	5.214881E+01	1.043486E-01	3.000061E-06	1.735667E-04
2.722714E-01	2.165847E+01	5.639381E+01	6.960572E-02	3.300654E-06	1.735386E-04
2.932153E-01	1.091300E+01	5.836319E+01	4.449311E-02	3.586088E-06	1.815511E-04
3.141593E-01	-5.542130E-01	5.832050E+01	4.387540E-02	3.846872E-06	1.697665E-04
3.351032E-01	5.455617E+00	6.202605E+01	3.744927E-02	4.302256E-06	1.749840E-04
3.560472E-01	5.428575E+00	5.804733E+01	7.275933E-02	4.308532E-06	1.761016E-04
3.769911E-01	1.272133E+01	6.420259E+01	5.815525E-02	4.596497E-06	1.706493E-04
3.979351E-01	9.622520E+00	6.221001E+01	4.014876E-02	4.682395E-06	1.691200E-04
4.188790E-01	1.222690E+01	6.411289E+01	5.082442E-02	4.812851E-06	1.758161E-04
4.398230E-01	1.118973E+01	6.323498E+01	5.208486E-02	5.073129E-06	1.719820E-04
4.607669E-01	6.090775E+00	6.071446E+01	6.842520E-02	5.307570E-06	1.716444E-04
4.817109E-01	1.009299E+01	6.410972E+01	2.687489E-02	5.489591E-06	1.716591E-04
5.026548E-01	1.082258E+01	6.577382E+01	3.752714E-02	5.567293E-06	1.718686E-04
5.235988E-01	1.028705E+01	6.324018E+01	4.048437E-02	5.792716E-06	1.765986E-04
5.445427E-01	8.045970E+00	6.441465E+01	4.381133E-02	5.793889E-06	1.743575E-04
5.654867E-01	1.296544E+01	6.500130E+01	6.922106E-02	6.026573E-06	1.718436E-04
