4.188790E-02	1.093276E+01	1.338757E+01	0.000000E+00	1.485614E-05	2.013396E-02
6.283185E-02	1.406140E+01	3.441183E+01	1.519995E-02	2.965523E-05	1.955928E-02
8.377580E-02	2.261645E+01	5.614694E+01	1.465112E-02	4.057125E-05	2.201535E-02
1.047198E-01	3.545509E+01	1.043067E+02	1.569679E-03	6.123722E-05	2.175950E-02
1.256637E-01	6.703619E+01	1.259676E+02	4.800459E-02	8.641082E-05	2.083043E-02
1.466077E-01	8.648498E+01	2.042729E+02	7.220036E-02	9.780897E-05	2.235672E-02
1.675516E-01	4.881285E+01	2.226687E+02	3.130273E-02	1.111387E-04	2.334810E-02
1.884956E-01	6.961757E+01	2.694477E+02	4.695450E-02	1.232162E-04	2.414972E-02
2.094395E-01	1.381847E+02	3.286342E+02	4.719223E-02	1.459387E-04	2.166032E-02
2.303835E-01	1.042177E+02	3.434480E+02	3.755643E-02	1.465125E-04	2.299625E-02
2.513274E-01	1.164361E+02	4.214872E+02	8.279059E-02	1.574864E-04	2.242050E-02
2.722714E-01	1.264798E+02	4.453725E+02	5.432476E-02	1.736539E-04	2.282598E-02
2.932153E-01	1.349003E+02	4.962415E+02	2.866736E-02	1.883826E-04	2.367604E-02
3.141593E-01	1.281613E+02	4.856402E+02	6.737768E-02	1.999750E-04	2.220013E-02
3.351032E-01	1.811734E+02	6.320205E+02	9.188631E-02	2.250553E-04	2.305602E-02
3.560472E-01	1.548865E+02	5.863936E+02	7.727938E-02	2.247254E-04	2.285692E-02
3.769911E-01	2.448654E+02	6.467898E+02	3.611365E-02	2.403977E-04	2.236800E-02
3.979351E-01	1.135833E+02	6.594405E+02	3.524986E-02	2.472141E-04	2.198426E-02
4.188790E-01	1.351097E+02	6.185844E+02	7.354681E-02	2.510285E-04	2.263335E-02
4.398230E-01	2.083748E+02	6.941961E+02	3.076610E-02	2.646965E-04	2.226992E-02
4.607669E-01	1.625134E+02	7.382970E+02	6.546454E-02	2.837213E-04	2.222261E-02
4.817109E-01	1.604669E+02	7.284490E+02	4.515094E-02	2.936646E-04	2.236966E-02
5.026548E-01	1.987719E+02	7.730787E+02	4.417352E-02	2.936884E-04	2.237462E-02
5.235988E-01	2.928465E+02	8.265874E+02	3.769790E-02	3.113438E-04	2.285346E-02
5.445427E-01	1.359248E+02	7.846760E+02	5.404773E-02	3.095000E-04	2.255281E-02
5.654867E-01	1.966789E+02	8.458023E+02	5.327015E-02	3.223764E-04	2.222539E-02
5.864306E-01	2.143851E+02	8.395721E+02	7.160300E-02	3.285370E-04	2.208689E-02
6.073746E-01	2.646554E+02	8.448704E+02	5.085410E-02	3.326298E-04	2.231274E-02
6.283185E-01	1.871948E+02	9.063997E+02	6.202490E-02	3.511102E-04	2.286363E-02
6.492625E-01	3.288247E+02	8.989002E+02	4.818160E-02	3.521452E-04	2.256442E-02
6.702064E-01	2.210751E+02	9.506692E+02	5.649800E-02	3.656206E-04	2.312738E-02
6.911504E-01	2.325973E+02	9.273846E+02	5.074444E-02	3.602828E-04	2.242179E-02
7.120943E-01	3.299475E+02	9.617616E+02	4.824870E-02	3.796623E-04	2.297281E-02
7.330383E-01	3.207044E+02	1.016610E+03	3.830981E-02	3.907069E-04	2.269648E-02
7.539822E-01	2.578728E+02	9.812423E+02	5.865479E-02	3.947786E-04	2.259573E-02
7.749262E-01	3.187573E+02	9.937066E+02	5.103800E-02	4.008552E-04	2.254425E-02
7.958701E-01	3.277153E+02	1.006084E+03	6.687866E-02	4.116974E-04	2.262894E-02
8.168141E-01	3.131143E+02	1.012836E+03	5.323852E-02	4.119108E-04	2.218328E-02
