4.737593e-03	3.178914e-07
1.689484e-02	6.953875e-07
3.211236e-02	6.755193e-07
4.710452e-02	6.755193e-07
6.344253e-02	7.351240e-07
7.937915e-02	9.338061e-07
9.436486e-02	1.013279e-06
1.094545e-01	1.311302e-06
1.257728e-01	1.509984e-06
1.414560e-01	1.569589e-06
1.575845e-01	2.165635e-06
1.719334e-01	2.741814e-06
1.877422e-01	2.940496e-06
2.031586e-01	4.510085e-06
2.190121e-01	4.649162e-06
2.344089e-01	6.814798e-06
2.495308e-01	8.503596e-06
2.661162e-01	1.062949e-05
2.814834e-01	1.277526e-05
2.961048e-01	1.662970e-05
3.120636e-01	1.978874e-05
3.277710e-01	2.622604e-05
3.434050e-01	3.202756e-05
3.589005e-01	3.830592e-05
3.743072e-01	5.058448e-05
3.899513e-01	6.026030e-05
4.054146e-01	7.706881e-05
4.209861e-01	9.628137e-05
4.364824e-01	1.160304e-04
4.521754e-01	1.469851e-04
4.676975e-01	1.795093e-04
4.832421e-01	2.186100e-04
4.987474e-01	2.656778e-04
5.143200e-01	3.338257e-04
5.298808e-01	4.025300e-04
5.454110e-01	4.915992e-04
5.609816e-01	5.950133e-04
5.764986e-01	7.167459e-04
5.920551e-01	8.674065e-04
6.076375e-01	1.055102e-03
6.231554e-01	1.276433e-03
6.387587e-01	1.539946e-03
6.542729e-01	1.871745e-03
6.698394e-01	2.271314e-03
6.853957e-01	2.755185e-03
7.009469e-01	3.349364e-03
7.164970e-01	4.066586e-03
7.320437e-01	4.953702e-03
7.475964e-01	6.025314e-03
7.631371e-01	7.258018e-03
7.786944e-01	8.772989e-03
7.942310e-01	1.050260e-02
8.097686e-01	1.253005e-02
8.253218e-01	1.474226e-02
8.408520e-01	1.720275e-02
8.563953e-01	1.986684e-02
8.719416e-01	2.269113e-02
8.874779e-01	2.596329e-02
9.030289e-01	2.949373e-02
9.185780e-01	3.322977e-02
9.341135e-01	3.728765e-02
9.496728e-01	4.169387e-02
9.652277e-01	4.680606e-02
9.807604e-01	5.240534e-02
9.962686e-01	5.728126e-02
1.011753e+00	5.977009e-02
1.027245e+00	5.921916e-02
1.042770e+00	5.677732e-02
1.058309e+00	5.361730e-02
1.073840e+00	5.005125e-02
1.089360e+00	4.578318e-02
1.104877e+00	4.093663e-02
1.120410e+00	3.585289e-02
1.135931e+00	3.069405e-02
1.151438e+00	2.562833e-02
1.166923e+00	2.053314e-02
1.182417e+00	1.563984e-02
1.197921e+00	1.141437e-02
1.213444e+00	8.056601e-03
1.228956e+00	5.506714e-03
1.244433e+00	3.613710e-03
1.259914e+00	2.228796e-03
1.275388e+00	1.304229e-03
1.290950e+00	7.518331e-04
1.306412e+00	4.171133e-04
1.322063e+00	2.324581e-04
1.337514e+00	1.268784e-04
1.353132e+00	6.721417e-05
1.368622e+00	3.306071e-05
1.384397e+00	1.758337e-05
1.399681e+00	8.920829e-06
1.415128e+00	4.688899e-06
1.430839e+00	2.404054e-06
1.445863e+00	9.735425e-07
1.461806e+00	3.576279e-07
1.475746e+00	2.185504e-07
1.492324e+00	5.960464e-08
1.512708e+00	1.986821e-08
1.525218e+00	3.973643e-08
1.540499e+00	1.986821e-08
